sequence_id	role	sequence_sha256	length_aa	pfam_accession	pfam_name	description	hmm_length	hmm_start_1based	hmm_end_1based	hmm_coverage	sequence_start_1based	sequence_end_1based	envelope_start_1based	envelope_end_1based	sequence_span_coverage	sequence_bitscore	domain_bitscore	sequence_evalue	domain_independent_evalue	domain_conditional_evalue	sequence_GA_bitscore	domain_GA_bitscore	domain_number
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF14604.13	SH3_9	Variant SH3 domain	49	1	49	1.0	913	960	913	960	0.028004667444574097	203.59161376953125	39.42380142211914	8.18964236776404e-63	1.552058967876532e-11	2.5975882307557024e-13	30.0	30.0	2
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF07653.24	SH3_2	Variant SH3 domain	55	9	54	0.8363636363636363	918	961	911	962	0.025670945157526253	193.69906616210938	40.12627029418945	9.169326532816411e-60	8.316959453356711e-12	1.5079563862431973e-13	21.799999237060547	21.799999237060547	2
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF00018.35	SH3_1	SH3 domain	48	1	48	1.0	1001	1045	1001	1045	0.026254375729288213	205.96688842773438	40.59044647216797	1.2348800217593997e-63	5.600365112557344e-12	1.093516200499342e-13	22.899999618530273	22.899999618530273	3
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF07653.24	SH3_2	Variant SH3 domain	55	3	53	0.9272727272727272	1001	1049	1000	1050	0.028588098016336057	193.69906616210938	39.010066986083984	9.169326532816411e-60	1.855803252329708e-11	3.364775771309094e-13	21.799999237060547	21.799999237060547	3
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF14604.13	SH3_9	Variant SH3 domain	49	1	48	0.9795918367346939	1002	1048	1002	1049	0.027421236872812137	203.59161376953125	32.234344482421875	8.18964236776404e-63	2.732294579230772e-09	4.572877956871585e-11	30.0	30.0	3
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF07653.24	SH3_2	Variant SH3 domain	55	2	54	0.9636363636363636	1072	1128	1071	1129	0.03325554259043174	193.69906616210938	38.022605895996094	9.169326532816411e-60	3.774815508495868e-11	6.844156431024587e-13	21.799999237060547	21.799999237060547	4
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF00018.35	SH3_1	SH3 domain	48	2	48	0.9791666666666666	1074	1123	1073	1123	0.029171528588098017	205.96688842773438	30.504730224609375	1.2348800217593997e-63	7.917109473591087e-09	1.54587911618236e-10	22.899999618530273	22.899999618530273	4
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF14604.13	SH3_9	Variant SH3 domain	49	1	49	1.0	1074	1127	1074	1127	0.03150525087514586	203.59161376953125	31.723880767822266	8.18964236776404e-63	3.9443034923940945e-09	6.601344757144928e-11	30.0	30.0	4
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF00018.35	SH3_1	SH3 domain	48	3	48	0.9583333333333334	1156	1199	1154	1199	0.025670945157526253	205.96688842773438	59.018577575683594	1.2348800217593997e-63	9.818591581578166e-18	1.9171587467516643e-19	22.899999618530273	22.899999618530273	5
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF14604.13	SH3_9	Variant SH3 domain	49	2	49	0.9795918367346939	1156	1203	1156	1203	0.028004667444574097	203.59161376953125	56.08034896850586	8.18964236776404e-63	9.73314368257639e-17	1.628978022188517e-18	30.0	30.0	5
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF07653.24	SH3_2	Variant SH3 domain	55	7	53	0.8545454545454545	1158	1203	1151	1205	0.026837806301050177	193.69906616210938	48.440277099609375	9.169326532816411e-60	2.1070321891339715e-14	3.8202815144688465e-16	21.799999237060547	21.799999237060547	5
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF00621.26	RhoGEF	RhoGEF domain	180	2	180	0.9944444444444445	1235	1414	1234	1414	0.10501750291715285	164.39578247070312	164.39578247070312	1.1724287582731046e-49	1.1724287582731046e-49	3.2703731053643082e-52	27.600000381469727	27.600000381469727	2
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF16652.12	PH_13	Pleckstrin homology domain	154	1	154	1.0	1433	1586	1433	1586	0.08984830805134189	273.9502258300781	273.9502258300781	1.2763157303096376e-83	1.2763157303096376e-83	3.5601554541412486e-86	27.0	27.0	2
control_0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	parent_control	0b12844861aea32af6187a950713e82b4d381a3e2451cfe27eda4e5e58f72c96	1714	PF00168.37	C2	C2 domain	104	1	98	0.9423076923076923	1589	1684	1589	1690	0.056009334889148193	82.338134765625	81.19627380371094	9.469468252754032e-25	2.1463486507983e-24	1.4967563813098328e-26	22.0	9.600000381469727	1
control_0b41e78747f2772e77b140292832059c041db8f0a51fe0d319053eb9b31c7d7b	parent_control	0b41e78747f2772e77b140292832059c041db8f0a51fe0d319053eb9b31c7d7b	241	PF10300.16	Iml2-TPR_39	Iml2/Tetratricopeptide repeat protein 39	467	278	467	0.4068522483940043	1	170	1	170	0.7053941908713693	141.2456512451172	140.99691772460938	1.5498509899585616e-42	1.8438703517598146e-42	1.800152365734826e-44	22.200000762939453	22.200000762939453	1
control_0b41e78747f2772e77b140292832059c041db8f0a51fe0d319053eb9b31c7d7b	parent_control	0b41e78747f2772e77b140292832059c041db8f0a51fe0d319053eb9b31c7d7b	241	PF10345.16	Cohesin_load	Cohesin loading factor	587	340	457	0.2010221465076661	8	128	2	136	0.5020746887966805	33.91420364379883	26.843677520751953	4.4304765359219886e-10	6.132576351756415e-08	5.987173565173627e-10	25.799999237060547	25.799999237060547	1
control_0b52ae5b66f4112036dd15e94442d990093c1bf90353edd2db23bc03a61818da	parent_control	0b52ae5b66f4112036dd15e94442d990093c1bf90353edd2db23bc03a61818da	823	PF01433.27	Peptidase_M1	Peptidase family M1 domain	218	21	218	0.908256880733945	436	653	424	653	0.2648845686512758	71.70451354980469	70.50069427490234	2.5006169089921196e-21	5.838205823004353e-21	6.514037180479055e-23	27.700000762939453	27.700000762939453	1
control_0b52ae5b66f4112036dd15e94442d990093c1bf90353edd2db23bc03a61818da	parent_control	0b52ae5b66f4112036dd15e94442d990093c1bf90353edd2db23bc03a61818da	823	PF09127.18	Leuk-A4-hydro_C	Leukotriene A4 hydrolase, C-terminal	112	2	112	0.9910714285714286	711	822	710	822	0.13608748481166463	72.46491241455078	72.46491241455078	1.1182417852555165e-21	1.1182417852555165e-21	3.1192239477141325e-24	27.0	27.0	2
control_0c64cb0a3827587831fe860ed257e113183815ed2d216d70356a0e09dc795922	parent_control	0c64cb0a3827587831fe860ed257e113183815ed2d216d70356a0e09dc795922	460	PF04438.23	zf-HIT	HIT zinc finger	30	4	30	0.9	210	237	208	237	0.06086956521739131	33.97830581665039	33.21461486816406	7.160252043206229e-10	1.2407622609900226e-09	3.4609825969038286e-12	24.700000762939453	24.700000762939453	1
control_0c64cb0a3827587831fe860ed257e113183815ed2d216d70356a0e09dc795922	parent_control	0c64cb0a3827587831fe860ed257e113183815ed2d216d70356a0e09dc795922	460	PF25790.2	BCD1	BCD1 domain	152	3	150	0.9736842105263158	299	443	297	445	0.31521739130434784	155.92623901367188	155.30213928222656	3.85990294665716e-47	6.008971393338136e-47	1.6761426480720045e-49	27.299999237060547	27.299999237060547	1
control_0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	parent_control	0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	2159	PF00520.38	Ion_trans	Ion transport protein	243	2	242	0.9917695473251029	126	416	125	417	0.1347846225104215	901.1918334960938	245.9707794189453	9.526842781284514e-275	1.1965249472957818e-74	3.504466372832834e-76	25.0	25.0	1
control_0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	parent_control	0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	2159	PF00520.38	Ion_trans	Ion transport protein	243	3	239	0.9753086419753086	524	759	522	762	0.10930986567855489	901.1918334960938	219.2899932861328	9.526842781284514e-275	1.6827064848440474e-66	4.928429035108088e-68	25.0	25.0	2
control_0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	parent_control	0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	2159	PF00520.38	Ion_trans	Ion transport protein	243	1	242	0.9958847736625515	885	1162	885	1163	0.1287633163501621	901.1918334960938	216.67584228515625	9.526842781284514e-275	1.057664657542061e-65	3.097762595311476e-67	25.0	25.0	3
control_0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	parent_control	0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	2159	PF00520.38	Ion_trans	Ion transport protein	243	2	242	0.9917695473251029	1205	1474	1204	1475	0.12505789717461788	901.1918334960938	238.26296997070312	9.526842781284514e-275	2.702848019895566e-72	7.916291271660654e-74	25.0	25.0	4
control_0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	parent_control	0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	2159	PF08016.19	PKD_channel	Polycystin cation channel	225	6	223	0.9688888888888889	1230	1468	1225	1470	0.11069939786938397	51.40201950073242	37.20075988769531	3.6257794826012046e-15	7.966724509492767e-11	2.3333502747468356e-12	22.399999618530273	22.399999618530273	9
control_0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	parent_control	0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	2159	PF16905.11	GPHH	Voltage-dependent L-type calcium channel, IQ-associated	54	1	54	1.0	1484	1537	1484	1537	0.025011579434923575	100.73284149169922	99.20980834960938	1.133306491944164e-30	3.388330554293975e-30	9.923980702953065e-32	26.799999237060547	26.799999237060547	1
control_0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	parent_control	0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	2159	PF08763.18	Ca_chan_IQ	Voltage gated calcium channel IQ domain	77	1	77	1.0	1547	1621	1547	1621	0.03473830477072719	105.54327392578125	104.1468276977539	5.042405327280929e-32	1.375473906276441e-31	4.028584662734346e-33	26.700000762939453	26.700000762939453	1
control_0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	parent_control	0d8faeca117704c75c8b896b663cf4c9153966f3e430919ba919732c9918f8b8	2159	PF16885.12	CAC1F_C	Voltage-gated calcium channel subunit alpha, C-term	298	74	296	0.7483221476510067	1899	2157	1887	2159	0.11996294580824456	146.59140014648438	140.5350341796875	4.0390864900416543e-44	2.8247509193563827e-42	2.363808300716638e-44	20.399999618530273	20.399999618530273	1
control_0e0fbcb9b1b854b8968d0eeadcf97a46a29c0f6c7991ae06b8d19290a8a17027	parent_control	0e0fbcb9b1b854b8968d0eeadcf97a46a29c0f6c7991ae06b8d19290a8a17027	475	PF01233.26	NMT	Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain	160	7	160	0.9625	120	273	116	273	0.32421052631578945	253.87652587890625	253.18759155273438	2.1677903766742033e-77	3.531618880380398e-77	2.9553296070128856e-79	25.0	25.0	1
control_0e0fbcb9b1b854b8968d0eeadcf97a46a29c0f6c7991ae06b8d19290a8a17027	parent_control	0e0fbcb9b1b854b8968d0eeadcf97a46a29c0f6c7991ae06b8d19290a8a17027	475	PF02799.22	NMT_C	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain	204	1	193	0.946078431372549	287	468	287	473	0.3831578947368421	273.787109375	273.3022766113281	3.1455921722673925e-83	4.427664658591457e-83	3.705158710118374e-85	27.899999618530273	27.899999618530273	1
control_0ea64241734af371d362441e9d423626e5af99edd5983d323c3c95e398a7d96f	parent_control	0ea64241734af371d362441e9d423626e5af99edd5983d323c3c95e398a7d96f	272	PF21362.4	Sina_RING	E3 ubiquitin-protein ligase sina/sinah, RING finger	35	1	26	0.7428571428571429	106	131	106	137	0.09558823529411764	31.05215835571289	31.05215835571289	7.820914464041612e-09	7.820914464041612e-09	2.181566098756377e-11	29.299999237060547	29.299999237060547	1
control_0ef6420d93ef0122f3f6817edcbf114a35c536d9dd535c22e45818cc3563433f	parent_control	0ef6420d93ef0122f3f6817edcbf114a35c536d9dd535c22e45818cc3563433f	1277	PF16414.12	NPC1_N	Niemann-Pick C1 N terminus	246	2	245	0.991869918699187	23	266	22	267	0.19107282693813626	255.1100311279297	254.26156616210938	2.8228192616630413e-77	5.125652726942397e-77	7.148748573141418e-80	27.0	27.0	1
control_0ef6420d93ef0122f3f6817edcbf114a35c536d9dd535c22e45818cc3563433f	parent_control	0ef6420d93ef0122f3f6817edcbf114a35c536d9dd535c22e45818cc3563433f	1277	PF22314.3	NPC1_MLD	NPC1, middle luminal domain	216	1	216	1.0	392	607	392	607	0.16914643696162882	298.4918518066406	297.2780456542969	1.158217375028176e-90	2.723581753301414e-90	3.798579851187467e-93	27.0	27.0	1
control_0ef6420d93ef0122f3f6817edcbf114a35c536d9dd535c22e45818cc3563433f	parent_control	0ef6420d93ef0122f3f6817edcbf114a35c536d9dd535c22e45818cc3563433f	1277	PF02460.25	Patched	Patched SSD	156	2	154	0.9807692307692307	628	783	622	785	0.12216131558339859	88.50666046142578	88.50666046142578	1.4464852693716785e-26	1.4464852693716785e-26	2.0174132069340006e-29	23.0	23.0	1
control_0ef6420d93ef0122f3f6817edcbf114a35c536d9dd535c22e45818cc3563433f	parent_control	0ef6420d93ef0122f3f6817edcbf114a35c536d9dd535c22e45818cc3563433f	1277	PF12349.15	Sterol-sensing	Sterol-sensing domain of SREBP cleavage-activation	153	2	152	0.9869281045751634	650	802	649	803	0.11981205951448708	183.6824951171875	183.6824951171875	7.59526759832758e-56	7.59526759832758e-56	1.0593120778699553e-58	22.299999237060547	22.299999237060547	2
control_0ef6420d93ef0122f3f6817edcbf114a35c536d9dd535c22e45818cc3563433f	parent_control	0ef6420d93ef0122f3f6817edcbf114a35c536d9dd535c22e45818cc3563433f	1277	PF03176.22	MMPL	MMPL family	333	174	299	0.3783783783783784	661	783	599	792	0.09631949882537197	22.757320404052734	22.757320404052734	1.5353893700452107e-06	1.5353893700452107e-06	2.141407768542832e-09	20.5	20.5	1
control_1012316654cdd4640ef1c907a023d91b663f24916f397d3838b83550751d0994	parent_control	1012316654cdd4640ef1c907a023d91b663f24916f397d3838b83550751d0994	190	PF06679.18	DUF1180	Membrane protein FAM174-like	167	2	167	0.9940119760479041	11	190	10	190	0.9473684210526315	231.41342163085938	231.24537658691406	3.028184776110794e-70	3.410642177028306e-70	1.4270469359951072e-72	27.700000762939453	27.700000762939453	1
control_10561a1e579b5e6a2c50c7cf8644f4cd4092e95f3e23a04b1bfbf50869fb63d6	parent_control	10561a1e579b5e6a2c50c7cf8644f4cd4092e95f3e23a04b1bfbf50869fb63d6	258	PF25372.2	LRR_FBXL15	F-box/LRR-repeat protein 15, leucine rich repeat domain	550	277	471	0.35454545454545455	49	243	42	254	0.7558139534883721	55.64000701904297	55.0723991394043	1.1488709050939811e-16	1.7069899080244578e-16	9.52295625118247e-19	27.5	27.5	2
control_10561a1e579b5e6a2c50c7cf8644f4cd4092e95f3e23a04b1bfbf50869fb63d6	parent_control	10561a1e579b5e6a2c50c7cf8644f4cd4092e95f3e23a04b1bfbf50869fb63d6	258	PF13516.13	LRR_6	Leucine Rich repeat	24	6	24	0.7916666666666666	64	82	61	82	0.07364341085271318	52.20894241333008	11.04670524597168	9.24768136689307e-16	0.013905351769949304	7.75751842117116e-05	23.399999618530273	8.699999809265137	1
control_10561a1e579b5e6a2c50c7cf8644f4cd4092e95f3e23a04b1bfbf50869fb63d6	parent_control	10561a1e579b5e6a2c50c7cf8644f4cd4092e95f3e23a04b1bfbf50869fb63d6	258	PF13516.13	LRR_6	Leucine Rich repeat	24	2	24	0.9583333333333334	114	137	113	137	0.09302325581395349	52.20894241333008	12.417093276977539	9.24768136689307e-16	0.005063882073995585	2.8250388139445384e-05	23.399999618530273	8.699999809265137	4
control_10561a1e579b5e6a2c50c7cf8644f4cd4092e95f3e23a04b1bfbf50869fb63d6	parent_control	10561a1e579b5e6a2c50c7cf8644f4cd4092e95f3e23a04b1bfbf50869fb63d6	258	PF13516.13	LRR_6	Leucine Rich repeat	24	1	23	0.9583333333333334	165	187	165	188	0.08914728682170543	52.20894241333008	12.065950393676758	9.24768136689307e-16	0.006559850611106878	3.6596098248852874e-05	23.399999618530273	8.699999809265137	6
control_1084bdd9d4ef0beda3e209b07d4b3141e26469f5e15e93b28d521e00d2e73f79	parent_control	1084bdd9d4ef0beda3e209b07d4b3141e26469f5e15e93b28d521e00d2e73f79	256	PF00335.27	Tetraspanin	Tetraspanin family	225	17	225	0.9288888888888889	28	239	26	239	0.828125	164.9537353515625	164.61361694335938	8.230215685142915e-50	1.0456796751252415e-49	2.9168191774762664e-52	32.099998474121094	32.099998474121094	1
control_10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	parent_control	10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	1213	PF12763.14	EH	EH domain	101	4	82	0.7821782178217822	20	96	17	111	0.06347897774113767	135.17945861816406	63.172393798828125	2.5488419287887425e-41	6.880652262251634e-19	1.0556091336787724e-20	22.0	22.0	1
control_10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	parent_control	10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	1213	PF12763.14	EH	EH domain	101	6	75	0.693069306930693	222	292	217	310	0.0585325638911789	135.17945861816406	68.9515380859375	2.5488419287887425e-41	1.089780425511575e-20	1.6719086025979533e-22	22.0	22.0	2
control_10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	parent_control	10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	1213	PF07653.24	SH3_2	Variant SH3 domain	55	1	53	0.9636363636363636	742	795	742	797	0.04451772464962902	196.18145751953125	25.26938819885254	1.5386422319456634e-60	3.6262976529137405e-07	6.5748771949621515e-09	21.799999237060547	21.799999237060547	1
control_10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	parent_control	10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	1213	PF00018.35	SH3_1	SH3 domain	48	1	48	1.0	744	791	744	791	0.03957131079967024	208.5540771484375	38.90559005737305	1.9208641755486396e-64	1.881456054429079e-11	3.673693830126515e-13	22.899999618530273	22.899999618530273	1
control_10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	parent_control	10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	1213	PF14604.13	SH3_9	Variant SH3 domain	49	1	47	0.9591836734693877	745	793	745	795	0.0403957131079967	206.1219024658203	46.31005859375	1.3271864152897e-63	1.0964606311249494e-13	1.835080554184016e-15	30.0	30.0	1
control_10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	parent_control	10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	1213	PF16617.11	INTAP	Intersectin and clathrin adaptor AP2 binding region	115	1	115	1.0	796	910	796	910	0.09480626545754328	181.10110473632812	181.10110473632812	2.8985762991503963e-55	2.8985762991503963e-55	2.829851338082674e-57	25.0	25.0	2
control_10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	parent_control	10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	1213	PF00018.35	SH3_1	SH3 domain	48	1	48	1.0	912	956	912	956	0.03709810387469085	208.5540771484375	43.63500213623047	1.9208641755486396e-64	6.269402960957416e-13	1.2241512057657436e-14	22.899999618530273	22.899999618530273	2
control_10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	parent_control	10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	1213	PF14604.13	SH3_9	Variant SH3 domain	49	1	49	1.0	913	960	913	960	0.03957131079967024	206.1219024658203	39.972572326660156	1.3271864152897e-63	1.045924180494564e-11	1.7505007204929942e-13	30.0	30.0	2
control_10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	parent_control	10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	1213	PF07653.24	SH3_2	Variant SH3 domain	55	9	54	0.8363636363636363	918	961	911	962	0.036273701566364384	196.18145751953125	40.673980712890625	1.5386422319456634e-60	5.6095223120117436e-12	1.0170682016199815e-13	21.799999237060547	21.799999237060547	2
control_10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	parent_control	10ce478100d2c9a73604e8f0be05ba39f5d5243bcb8c966a6ca58e42dd14c00a	1213	PF00018.35	SH3_1	SH3 domain	48	1	48	1.0	1001	1045	1001	1045	0.03709810387469085	208.5540771484375	41.135990142822266	1.9208641755486396e-64	3.7827846643839305e-12	7.386190418601817e-14	22.899999618530273	22.899999618530273	3
