junction_id,reference_build,gene_5p,chromosome_5p,strand_5p,boundary_5p,gene_3p,chromosome_3p,strand_3p,boundary_3p,evidence_state,biological_samples,distinct_qualifying_reads,mapping_specific_reads,mapping_specificity_unknown_reads,median_split_single_margin,median_shorter_anchor_nt,caller_agreement,callers,proposal_sources,assessed_distinct_reads,read_state_counts,rank_min,rank_max,display_rank
junction_311ae1b9241bf2fec65687926d8c5444425fd46ce915b02a8f8f65f0eb86818c,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158668,ENSMUSG00000021939.9,chr14,+,63380238,supported_two_gene_junction,1,1,1,0,834,314,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",54,54,54
junction_e563c7c363164e6938ceb98d7abcb618138f68024d05ee0e91e0cb90fbac3771,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158673,ENSMUSG00000069516.9,chr10,-,117114071,supported_two_gene_junction,1,1,1,0,821,320,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",55,55,55
junction_7682adde00fe81a4a29dcbf1031cd3b9747b90903322d8557be148b882649823,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158673,ENSMUSG00000024661.8,chr19,+,9962015,supported_two_gene_junction,1,1,1,0,815,309,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",56,56,56
junction_a9a54dcad180cef1ef828781f60194c6f7f698a9a21c95fd3a339afaeac53b95,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40157578,ENSMUSG00000049723.15,chr9,+,7350015,supported_two_gene_junction,1,1,1,0,806,323,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",57,57,57
junction_6a1923c2b30a530e76f813c7b6387dcf638c2f08b862198b608d4095bafa2679,GRCm39/GENCODE_M28,ENSMUSG00000058715.12,chr1,-,171057434,ENSMUSG00000056536.15,chr1,-,105446633,supported_two_gene_junction,1,1,1,0,787,302,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",58,58,58
junction_9dbb6ca42754f46eacd1da4604ef669aba88dbc9b392fe39f26121cc6e46e3f8,GRCm39/GENCODE_M28,ENSMUSG00000025647.17,chr9,+,108886787,ENSMUSG00000028843.9,chr4,-,133855528,supported_two_gene_junction,1,1,1,0,783,328,1,"[""LongGF""]","[""LongGF""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",59,59,59
junction_7947a874a8b1edbabc5397ec5073795cf733cce67bc1910fd229f3f6d49463dd,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40157578,ENSMUSG00000033880.12,chr11,-,118284055,supported_two_gene_junction,1,1,1,0,772,312,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",60,60,60
junction_561b65e001cc07280748f49ff408f053ff7dc3c27843eb941c2e73bdc5e1c344,GRCm39/GENCODE_M28,ENSMUSG00000052748.15,chr1,-,151295850,ENSMUSG00000030789.10,chr7,+,127747911,supported_two_gene_junction,1,1,1,0,768,278,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",61,61,61
junction_eb352533d963ace80b00b08743dd5eb1dca1604425dc7fffc5e13134a296928c,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158687,ENSMUSG00000027187.11,chr2,-,103297473,supported_two_gene_junction,1,1,1,0,758,297,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",62,62,62
junction_de470dbda08f281ed3efaf9b171f0cd6378abebad511a557516dde80c60e32fb,GRCm39/GENCODE_M28,ENSMUSG00000031575.19,chr8,-,26329768,ENSMUSG00000037260.9,chr8,-,26450930,supported_two_gene_junction,1,1,1,0,752,281,1,"[""LongGF""]","[""LongGF""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",63,63,63
junction_1916989f41bafb5ba2d42e6a065714d14053cbce145821f9f16042b4a34ed013,GRCm39/GENCODE_M28,ENSMUSG00000097429.2,chr12,-,3394830,ENSMUSG00000052384.15,chr16,-,31966493,supported_two_gene_junction,1,1,1,0,740,284,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",64,64,64
junction_c5406fb9fc30d45af7a6f7274a35af836bd51b243efdfda61a5f1f86bb086597,GRCm39/GENCODE_M28,ENSMUSG00000027951.17,chr3,+,89654978,ENSMUSG00000024672.12,chr19,-,11299765,supported_two_gene_junction,1,1,1,0,734,276,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",65,65,65
junction_8bcc85dfa619f958c723d156c7d50514684190bf552e5ecc892a6afdfa92833c,GRCm39/GENCODE_M28,ENSMUSG00000005204.13,chr11,-,69570971,ENSMUSG00000030579.11,chr7,+,30116774,supported_two_gene_junction,1,1,1,0,734,238,1,"[""LongGF""]","[""LongGF""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",66,66,66
junction_416e42456b46c4292bfacc43d0aebab853b2e2dd15e1c1183b3fe536cf4ba373,GRCm39/GENCODE_M28,ENSMUSG00000020623.12,chr11,+,110290250,ENSMUSG00000020458.17,chr11,+,29683630,supported_two_gene_junction,1,1,1,0,727,268,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",67,67,67
junction_b86518a1f499fa44f88673f282af371a3c27c0759c4715d1c3a3d8f144dbaa87,GRCm39/GENCODE_M28,ENSMUSG00000024805.17,chr19,+,36389632,ENSMUSG00000009741.16,chr9,+,113773915,supported_two_gene_junction,1,1,1,0,723,262,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",68,68,68
junction_aaba3bb5a33d7684873a01c4d082ee1d1992baa268a623e5d65f62a452cb43cf,GRCm39/GENCODE_M28,ENSMUSG00000037400.18,chr3,+,35808560,ENSMUSG00000027712.14,chr3,-,36519485,supported_two_gene_junction,1,1,1,0,722,268,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",69,69,69
junction_e3a1b6bdd9f2f5d72b9709b9dbfec52931c2b6c1eae4c29d260a26d2e5894a02,GRCm39/GENCODE_M28,ENSMUSG00000058317.13,chr14,+,3581428,ENSMUSG00000021774.14,chr14,+,4143263,supported_two_gene_junction,1,1,1,0,702,265,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",70,70,70
junction_b33ab7e520c4ae1d7845edeb6accc0ef28def2b72265bf2af9173400fab2afef,GRCm39/GENCODE_M28,ENSMUSG00000078812.11,chr11,-,69808034,ENSMUSG00000049988.6,chr8,+,71070814,supported_two_gene_junction,1,1,1,0,700,274,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",71,71,71
junction_73401bb33c05f594d19cb46cb776380cc399494626581c75a42a9ae0b96704b7,GRCm39/GENCODE_M28,ENSMUSG00000036438.15,chr17,-,87741366,ENSMUSG00000050335.18,chr14,+,47619118,supported_two_gene_junction,1,1,1,0,684,243,1,"[""LongGF""]","[""LongGF""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",72,72,72
junction_f0d316d0d1bc0df49158ac4700fea65b86c0b3f0ddc0578d459430b983904df2,GRCm39/GENCODE_M28,ENSMUSG00000086742.9,chr7,+,139555324,ENSMUSG00000073795.12,chr7,-,139556587,supported_two_gene_junction,1,1,1,0,681,193,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",73,73,73
junction_142f84ff6a8bdd4a6cb635e3aa1bca30394a2e31ebce3aa18be72d136ddfcfaf,GRCm39/GENCODE_M28,ENSMUSG00000018707.14,chr12,+,110568278,ENSMUSG00000021096.12,chr12,+,72830454,supported_two_gene_junction,1,1,1,0,680,247,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",74,74,74
junction_aca112fd58dd015cfd0e913cf519ed318b5a672d1921532b14283811a719eab3,GRCm39/GENCODE_M28,ENSMUSG00000026987.17,chr2,-,59907204,ENSMUSG00000027195.11,chr2,-,93913600,supported_two_gene_junction,1,1,1,0,671,240,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",75,75,75
junction_0bb4abe440024d3a2a382eef45ac8e80d1ceae4e01d8d43f622179266f9cf3aa,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158673,ENSMUSG00000069516.9,chr10,-,117113969,supported_two_gene_junction,1,1,1,0,665,262,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",76,76,76
junction_9e1444e7ea9283c89f9a5a9b39b2ad7caf7dd1e934a8575ce329392f6251a1dd,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158668,ENSMUSG00000021218.11,chr13,+,3614669,supported_two_gene_junction,1,1,1,0,650,256,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",77,77,77
junction_7315633a363ee1d4413aee1ef048c0ee275f90ced6be1f6ced47f77a0d9b88ea,GRCm39/GENCODE_M28,ENSMUSG00000004508.7,chr7,+,96731113,ENSMUSG00000063358.18,chr16,+,16833761,supported_two_gene_junction,1,1,1,0,630,232,1,"[""LongGF""]","[""LongGF""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",78,78,78
junction_0f1fa78c97cb8dd17245508e6d53fbcba5efd22dad85856aa4a9cd7016ebb473,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158673,ENSMUSG00000001270.10,chr12,-,111636024,supported_two_gene_junction,1,1,1,0,626,230,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",79,79,79
junction_6642aa86c582aebd7548e134d57d24bbe7f4adb6dbc1fff6d626620e513ee30f,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158673,ENSMUSG00000026696.16,chr1,+,162415764,supported_two_gene_junction,1,1,1,0,625,227,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",80,80,80
junction_5f0389ddcd19e410babfa5b950f6185d631db41514100700ba88223782d1c45d,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158673,ENSMUSG00000002985.17,chr7,-,19430725,supported_two_gene_junction,1,1,1,0,595,225,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",81,81,81
junction_b35718db45958a966c4ded2fbcf5cd1e4360f48d576d86306a3445685b206bb4,GRCm39/GENCODE_M28,ENSMUSG00000041390.19,chr6,+,15721363,ENSMUSG00000029534.18,chr6,+,17886001,supported_two_gene_junction,1,1,1,0,585,206,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",82,82,82
junction_061df770b0ca75e87cb0fa5f211575f56d3fedca7dfc18ff163b6eb48dea8ab1,GRCm39/GENCODE_M28,ENSMUSG00000021111.16,chr12,+,105751174,ENSMUSG00000027865.11,chr3,+,100101807,supported_two_gene_junction,1,1,1,0,577,196,1,"[""LongGF""]","[""LongGF""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",83,83,83
junction_ddab5e1ae8ba75d9460ee20656e32275002102cf0779e3a1ffb8f7fe5a75b880,GRCm39/GENCODE_M28,ENSMUSG00000037815.8,chr18,+,35252034,ENSMUSG00000032026.8,chr9,-,48390696,supported_two_gene_junction,1,1,1,0,575,230,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",84,84,84
junction_c653440e9eac0fd59685e578d009b4da126216f32113fadfe83f80aba5554495,GRCm39/GENCODE_M28,ENSMUSG00000067212.9,chr17,-,36343044,ENSMUSG00000024067.15,chr17,-,74606820,supported_two_gene_junction,1,1,1,0,573,215,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",85,85,85
junction_4d0a505dd779db894985a997a95a0d93532b16ca577257e157e3125f07678509,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158673,ENSMUSG00000006519.12,chr8,-,123154461,supported_two_gene_junction,1,1,1,0,572,230,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",86,86,86
junction_8ca5758dd6cbf2bef2ed7edfa14f8c349ca484700875b9a40440a0c22ca2c2cf,GRCm39/GENCODE_M28,ENSMUSG00000027698.15,chr3,+,27237364,ENSMUSG00000036432.9,chr3,-,58583865,supported_two_gene_junction,1,1,1,0,543,197,1,"[""LongGF""]","[""LongGF""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",87,87,87
junction_ccff9331c8a1776e9526858e07d2ed371b0b60c501694d8aba16c5f261698fa0,GRCm39/GENCODE_M28,ENSMUSG00000004207.15,chr10,+,60137743,ENSMUSG00000062169.14,chr1,+,180993743,supported_two_gene_junction,1,1,1,0,542,194,1,"[""LongGF""]","[""LongGF""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",88,88,88
junction_ed4d82c5c1f7195b70ae3101875022a35dc1bdbd80d54984eaa7262ac2606bb9,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158670,ENSMUSG00000050335.18,chr14,+,47617758,supported_two_gene_junction,1,1,1,0,530,203,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",89,89,89
junction_e2551a536ec69284ed21155ead08a23e38794369d18764fc2a88d96978e8fef9,GRCm39/GENCODE_M28,ENSMUSG00000003814.9,chr8,-,85569221,ENSMUSG00000018547.9,chr11,-,97606522,supported_two_gene_junction,1,1,1,0,529,211,1,"[""LongGF""]","[""LongGF""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",90,90,90
junction_7aeb549c6e7c08f74f52761db47a3153e0d090d4bf42e14ff108d1ed146ec2c5,GRCm39/GENCODE_M28,ENSMUSG00000024621.17,chr18,+,61252140,ENSMUSG00000022174.9,chr14,-,54473173,supported_two_gene_junction,1,1,1,0,528,209,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",91,91,91
junction_006695bdff269fdebfbb53c936e9edb97fa500abd0ffff660b41af5f588c1c00,GRCm39/GENCODE_M28,ENSMUSG00000024991.9,chr19,-,60778906,ENSMUSG00000024993.16,chr19,+,60809647,supported_two_gene_junction,1,1,1,0,514,183,1,"[""LongGF""]","[""LongGF""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",92,92,92
junction_7e2bd9a3e9954e7042b446a4e74731892c1de459132c22e7c9694ab09d20f167,GRCm39/GENCODE_M28,ENSMUSG00000054520.16,chr5,+,34700928,ENSMUSG00000059866.14,chr5,-,34657078,supported_two_gene_junction,1,1,1,0,512,185,1,"[""LongGF""]","[""LongGF""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",93,93,93
junction_422e672e5178e24a43603520690ae8bae09f941028f67ac31640ac96176e2d7d,GRCm39/GENCODE_M28,ENSMUSG00000028221.4,chr4,+,14864437,ENSMUSG00000028412.18,chr4,+,53621592,supported_two_gene_junction,1,1,1,0,505,187,1,"[""LongGF""]","[""LongGF""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",94,94,94
junction_9002e3ea1d52f2e2fbb7d84871fdabc44057da3d8db3b49e43be3ad13b2b0fe4,GRCm39/GENCODE_M28,ENSMUSG00000097589.10,chr14,-,61919557,ENSMUSG00000024664.6,chr19,+,10029562,supported_two_gene_junction,1,1,1,0,502,189,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",95,95,95
junction_c6df0f67a7b690df409d1d7f054f8b8c991ffdbe493230c1556f1df20523853a,GRCm39/GENCODE_M28,ENSMUSG00000058569.9,chr13,+,55745496,ENSMUSG00000030663.13,chr7,+,115692604,supported_two_gene_junction,1,1,1,0,473,174,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",96,96,96
junction_9b01c1dcb468e60a9979f9dfc0bc769872985ad21ebfe4c410ec506a0f34dba9,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158674,ENSMUSG00000021939.9,chr14,+,63380067,supported_two_gene_junction,1,1,1,0,469,183,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",97,97,97
junction_a948384d763acb29bd8a18e5b9963af7adacab684321e906dc3ff87ca792ae69,GRCm39/GENCODE_M28,ENSMUSG00000119584.1,chr17,+,40158674,ENSMUSG00000025630.9,chrX,+,52105275,supported_two_gene_junction,1,1,1,0,463,166,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",98,98,98
junction_8aba4a739f946572d506808630216b577708ff490627fba819c9a9c3afa0b799,GRCm39/GENCODE_M28,ENSMUSG00000036299.6,chr18,+,75141887,ENSMUSG00000028618.12,chr4,+,107058021,supported_two_gene_junction,1,1,1,0,454,162,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",99,99,99
junction_a8bea2cfe5896fbf6b20a1833d273e97e268e0e440fed95a0d2385354cdd35fe,GRCm39/GENCODE_M28,ENSMUSG00000033382.16,chr18,-,20961525,ENSMUSG00000000976.14,chr11,+,83667437,supported_two_gene_junction,1,1,1,0,451,161,0,[],"[""alignment_scan""]",1,"{""supported_two_gene_junction"": 1, ""ambiguous_single_vs_split"": 0, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",100,100,100
