pair_id	chrom1	breakpoint1	strand1	chrom2	breakpoint2	strand2	read_ids	long_read_support	source_rows	assembly	sample_ids	sample_count	source_id	coordinate_basis	sequence
5031415H12Rik:Tgif1	chr17	71058319	-	chr17	71153393	-	5171b5e3-c96b-4ae2-bf98-95630c3c76e1	1	2427	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
5031439G07Rik:S100a4	chr15	84828136	-	chr3	90511077	+	a5d2fe9e-1806-4aa0-9ba0-48169a194bd4	1	10034	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
5033421B08Rik:Ldah	chr12	8571232	+	chr12	8270599	+	e101013a-af79-4c99-a5a1-38beefe41d88	1	35070	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
5430402O13Rik:4921507P07Rik	chr6	50566954	+	chr6	50566162	-	38f63a3d-3b3c-4e30-ac25-dea12eca19dc	1	7440	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
5430402O13Rik:Frrs1	chr6	50544002	+	chr3	116671875	+	9695275c-fee1-4a52-8c84-3d8c32a4243d	1	1568	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
5430405H02Rik:Rab5if	chr2	156704518	-	chr2	156707176	+	7f317183-6cf9-4293-a762-9522bc4f0a19	1	1032	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
5730409E04Rik:Ndufs5-ps	chr4	126508164	+	chr16	42775993	+	abdd6eee-a3d4-497f-8746-d179463c5d67	1	9709	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
5830408C22Rik:Rbmxl1	chr8	25592231	+	chr8	79235508	-	2d3b75be-4157-444f-b383-7709baca8fd1	1	13973	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
5830418P13Rik:Gm16252	chr9	103305705	+	chr9	103349943	+	5b033162-a40e-482c-867d-14305b964e2c	1	9816	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
5830432E09Rik:Ctsb	chr7	135252572	-	chr14	63375481	+	fe5244de-7393-4ede-9f81-56c36f3bdf56	1	32579	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
5830444B04Rik:Gabrd	chr4	155499177	-	chr4	155470603	-	14df7fa7-4482-4497-97ec-f8f6a59dedf0;55e6e649-5834-489e-ab8f-41fe8d1ac9d2	2	20044;20045	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
5830444B04Rik:Gabrd	chr4	155499177	-	chr4	155473503	-	23a3b8e2-c2c5-497e-961c-b8c765a5e8ba;497ee50d-1aa7-46a1-9619-067493d6a0b5;9181d414-8ce7-4174-b457-bc9a88b4314e;d2e7c293-4c8e-4149-a038-2c180db20937;ea5104c6-3c7c-41e4-9002-ff6f9f5a4b0f	5	7181;20043;20046;23898;23899	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
6330562C20Rik:Ahcyl2	chr3	95222113	-	chr6	29871184	+	3415e87b-31c7-4abe-aa2f-39f83827a9de	1	2128	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
6330562C20Rik:Mindy1	chr3	95222113	-	chr3	95198332	+	6a476ae0-c8d5-4be2-a4e7-e64b04c80e1c	1	391	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
6330562C20Rik:Slc15a4	chr3	95222113	-	chr5	127679077	-	3182bc28-bb65-4462-803b-95c0bc61eeb7	1	853	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
6430548M08Rik:Cox5a	chr8	120892045	+	chr9	57428561	+	97b0575c-e721-4f96-adac-1b4ef3d7a997	1	30595	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
6720427I07Rik:Epsti1	chr13	48699825	-	chr14	78231971	+	a4640271-b6e9-46c6-b383-472c80db0773	1	1132	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9030407P20Rik:Ccl5	chr7	120272658	-	chr11	83421344	-	ec457ffd-2d69-40f6-9ad2-a95d9dd2077f	1	34974	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9130401M01Rik:C1qc	chr15	57885654	-	chr4	136617910	-	1dfbbd91-1619-4014-9ea6-dafce8bfa76d	1	21432	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9230109A22Rik:Gm35996	chr15	25143260	-	chr15	25128188	-	54f536fe-d0f1-4742-a7bc-44d69f192805	1	24206	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9330175E14Rik:Capg	chr8	95149525	-	chr6	72532255	+	b1c34eef-43cd-4b90-8b66-36fa3439a16b	1	22416	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530062K07Rik:Gm8213	chr6	116179130	-	chr6	116172819	-	127edbc3-8ee9-4f66-bc4c-c2d5f9b591c5;5aa0c9c7-a08f-4fe4-b36d-c7b667926836;a1fc0dbf-449f-40b2-9820-f750c348fd91;ac4f1484-acc5-43f8-ac93-c19927b472aa	4	23062;23063;23064;35623	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530068E07Rik:Atp5g3	chr11	52299555	+	chr2	73741670	-	e9ccc28b-ee2b-46c7-904d-e21524e73ac2	1	28136	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530068E07Rik:Capza2	chr11	52299555	+	chr6	17665293	+	acd975a8-5ba2-429f-8627-5c733f9dc6af	1	11207	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530068E07Rik:Dnaja2	chr11	52299555	+	chr8	86281973	-	625dfb82-0bbc-4517-a630-36cd87f50192	1	13566	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530068E07Rik:Gm10051	chr11	52299555	+	chr5	133503961	+	0f8518d8-c4b6-4b3a-a594-7dbca6bc8b32	1	13890	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530068E07Rik:Gm10925	chr11	52299555	+	chr1	24653732	-	9eb8d26e-9337-462f-853a-c8472601e63b	1	13891	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530068E07Rik:Gm14303	chr11	52299555	+	chr2	172351611	-	b9e20eb5-f49c-4642-8902-15c27419badc	1	32914	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530068E07Rik:Gm28661	chr11	52299555	+	chr1	24654646	-	75c9744e-4799-4eae-b6d8-4d9afc553059	1	21370	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530068E07Rik:Gm5559	chr11	52299555	+	chr5	96009572	+	587c5d33-aab0-43ca-a610-1e97d7d47153	1	21369	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530068E07Rik:Rplp0	chr11	52299555	+	chr5	115697845	+	4f64c549-0882-480d-937e-74b156261001	1	24094	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530068E07Rik:Sh2b2	chr11	52287430	+	chr5	136261240	-	99c47389-6bef-453c-910d-3e3a36738e8b	1	1248	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530068E07Rik:Spp1	chr11	52299555	+	chr5	104582983	+	86ff2545-60e0-410c-ae8d-98d7f36c0d16	1	31613	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9530077C05Rik:Tpt1-ps3	chr9	22355977	+	chr6	99855295	-	0e7c4348-8437-4dd7-9f07-a06a65a2549c	1	8213	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9830107B12Rik:Gm49947	chr17	48452567	-	chr17	48449075	-	feb47ffc-382d-4b16-8660-df5d941c410a	1	27041	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
9930111H07Rik:Cab39	chr1	85709250	+	chr1	85723077	+	ab8d24e1-b8f1-4c75-8b3a-15ca01a362c0	1	36491	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
A430005L14Rik:Lgals3	chr4	154046382	+	chr14	47616979	+	45c757ba-119f-4bec-8baf-c1ab6fb40f68	1	14376	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
A430005L14Rik:Rps10	chr4	154046382	+	chr17	27853449	-	b8ac42c9-b33b-4ebc-8623-0e5a43712905	1	26732	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
A530064D06Rik:B2m	chr17	48459064	-	chr2	121978166	+	e622d68e-cfed-49de-8cd8-5896a22df8cb	1	26691	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
A530072M11Rik:Erp44	chr4	16210910	+	chr4	48196905	-	0b8e0eb4-8a77-4b67-8b79-d90d34835ca0	1	1353	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
A630001G21Rik:Cd84	chr1	85664192	-	chr1	171700263	+	30d5d7cc-b25d-4195-ac1f-d23e925ac53e	1	1535	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
A730011C13Rik:B230398E01Rik	chr3	94904129	-	chr3	94867831	-	141304f7-4ee5-4d79-a3fe-874d5427706f	1	23072	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
A930041C12Rik:Rpap2	chr5	107781443	-	chr5	107780928	+	19e60baf-599f-4491-94e7-d7179c0e695a	1	8024	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AA467197:Ifi30	chr2	122483005	+	chr8	71219307	-	2a9b5d62-ea7d-4814-a37c-3105ff518606	1	20594	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AA467197:Smim27	chr2	122483005	+	chr4	40269578	+	f28ac512-80c4-4ace-84a9-b7ee2524a8cd	1	13023	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Atp5a1	chr9	21456629	+	chr18	77866778	+	1a13ecab-97f0-4274-b4c1-20665987ef25	1	6502	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Carm1	chr9	21440379	+	chr9	21480750	+	202db2e8-1c16-45ce-a880-2c3dde8973fe;2fecdc8f-8930-4967-a0b8-7390c513a540;6204fd3f-1ef5-4033-b22b-336d854b8250;7bcd2534-ad74-422e-a583-5ddf1d7ed8bb;8518a569-7991-4ca8-93de-f62060fec171	5	32866;34803;34805;34807;34808	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Carm1	chr9	21451181	+	chr9	21480750	+	cf595f59-71d1-4356-a9ec-de58d558a41e;f246b1ea-86cd-4751-b067-9fb74137e7bf	2	20641;34806	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Carm1	chr9	21451181	+	chr9	21498420	+	cba39e99-d688-46b7-bb56-0243f4006cb2	1	34804	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Cd74	chr9	21456629	+	chr18	60936919	+	84f8fb73-5077-4b26-ab51-a51e92a195da	1	34074	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Ctss	chr9	21456629	+	chr3	95450323	+	5e31086d-f96f-4718-86b6-cccd5fc67fbc	1	35101	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Gm15501	chr9	21456629	+	chr7	92828865	-	bac9a95d-ec46-4ea6-aaf1-755c77ab6a5b	1	30269	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Hint3	chr9	21456629	+	chr10	30490826	-	d8780a69-b21b-412b-99ab-a59a15a7db81	1	17161	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Lgals3bp	chr9	21456629	+	chr11	118289078	-	0d14f464-8c1c-449d-ad09-8cc6dc6950d7	1	26231	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Marchf2	chr9	21456629	+	chr17	33922182	-	bce6a94f-ebe1-4340-8c94-e2969f1adc31	1	24234	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Rpl27-ps3	chr9	21456629	+	chr18	6332631	+	9330ee39-bc78-4e2f-8b2b-7cadf1cec83f	1	9187	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Rpl8	chr9	21456629	+	chr15	76788277	+	597790aa-e6ed-45f3-a3c1-b0a11dff74a5	1	3487	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AB124611:Saa3	chr9	21456629	+	chr7	46365124	-	6073de12-af92-4016-b08c-91654bbae41c	1	21743	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AI413582:Aldoa	chr17	27782742	-	chr7	126396080	-	85dcc3e9-6bd0-4f49-8db1-da3ab8a945e3	1	29423	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AI413582:S100a4	chr17	27782742	-	chr3	90511077	+	ec9e7e06-0ba2-46e7-9125-234507832786	1	27186	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AI597479:Tpp2	chr1	43140041	+	chr1	44038787	+	1251a96d-01b6-4ef0-aada-aa40ea7f9843	1	1078	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AI662270:Mon1b	chr11	83117430	+	chr8	114362466	+	8230739e-d0a7-48f7-9e33-9471afd30988	1	23009	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AU020206:Nsdhl	chr7	75430372	-	chrX	71992770	+	28c75522-8c30-403b-8b0d-9e06c38b09ba	1	1011	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AU020206:Psenen-ps	chr7	75418785	-	chr4	40775564	-	556cd900-bf3c-4bfe-a4b0-701bcbb7aaf1	1	32089	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AU020206:Tpt1-ps3	chr7	75418785	-	chr6	99855295	-	0b79470b-fb2d-4c0d-bda1-4a0fbddb3515	1	15145	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AU022793:Gm33251	chr15	39827670	+	chr15	39919477	+	3825556f-d017-4e02-80a4-04dc1acf7abb;cfa40d06-6a2c-445e-a114-5ee6c55491eb	2	1861;9904	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AU022793:Gm33251	chr15	39827670	+	chr15	39991581	+	1fbb8cf8-ff01-40d3-9072-8f68db64efe0;dd5498be-bf52-4fd8-babd-ea1448e75335	2	23173;35691	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AU022793:Mrps6	chr15	39827670	+	chr16	91896481	+	5ba2e612-1b30-4f40-848b-38f960b58dbc	1	2293	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AU040320:Oma1	chr4	126650861	+	chr4	103210698	+	ed13093f-9223-43ad-a8d5-65e629f88efe	1	1317	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:B2m	chr19	11024980	-	chr2	121978166	+	c490eff1-a363-4b59-bf16-56b2a68cb5a0	1	22610	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:C3	chr19	11024980	-	chr17	57529351	-	d99c9cb5-70d0-44e1-a557-0b0ac449980a	1	18153	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Ccl5	chr19	11024980	-	chr11	83421344	-	6760d6c0-5536-45c1-b218-446997775e24;7ae727fe-86e5-439b-a79f-bbfdb8f3c344	2	21161;21162	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Cd74	chr19	11024980	-	chr18	60936919	+	40532f5a-bc99-46c7-a38b-09ebaac39a48;5a03f9f7-e89d-49ed-9f12-7f4cc655ff47	2	18362;25362	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Cox5b-ps	chr19	11024980	-	chr13	21685588	-	8e6e4074-d11e-4c13-b212-903ddcc8e603;9318ad7d-5f2b-4e6b-98f2-c0fd63e7967a	2	22977;27052	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Ctsb	chr19	11024980	-	chr14	63371413	+	28d72445-fcd5-4fe4-b5bc-41d7c45f5a14	1	17643	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Cyb5d1	chr19	11024980	-	chr11	69282955	-	31af7150-c56d-4748-86e1-123cce614116	1	22016	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Esd	chr19	11024980	-	chr14	74973399	+	8ac5f855-050f-48d1-b037-b8f850261265	1	17680	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Fam32a	chr19	11024980	-	chr8	72976025	+	5865d5be-606a-4b08-9d5e-c2920fd0b330	1	15541	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Gm10123	chr19	11024980	-	chr9	96777710	+	21c7c2cc-e24f-4772-b6df-9c57ffb359b4	1	22717	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Gm11808	chr19	11024980	-	chr4	3973595	-	794919d0-b1cc-4011-9166-c1222d2e5cea	1	22862	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Gm12671	chr19	11024980	-	chr4	91740906	-	3796836a-4207-4468-9b16-ab3962f4fced	1	27054	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Gm2000	chr19	11024980	-	chr1	156193609	+	a16a4231-6b8b-4695-8ac2-87df2e727249	1	22975	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Gm28347	chr19	11025642	-	chr19	11013196	-	fb7b3211-043f-48c7-850b-2e7821950809	1	35588	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Hmgcl	chr19	11024980	-	chr4	135686033	+	615f6c26-3199-48c9-87bf-ae895f6b8aca	1	19845	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Hmox1	chr19	11024980	-	chr8	75820248	+	7be6bc28-60fc-4ce3-a62f-898cf21ab8f6	1	15998	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Ly6a	chr19	11024980	-	chr15	74869777	-	6e6cda3f-ff6c-4883-b63f-37dd6cde9d14	1	27050	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Mitd1	chr19	11024980	-	chr1	37920129	-	7abfb048-0a76-4bb2-8c47-167266ff0c29	1	19365	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Pkm	chr19	11024980	-	chr9	59586010	+	64ec84fb-5f86-45d0-b77d-e9d417bf4370	1	34815	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Raf1	chr19	11024980	-	chr6	115611671	-	ca649e77-eb46-4389-b137-19fd94320020	1	15291	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Rpain	chr19	11024980	-	chr11	70861038	+	23b6142c-9d61-4de5-a57d-aa5bc598def7	1	16965	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Rpl28-ps1	chr19	11024980	-	chr1	127966305	+	85c8fec8-323e-4117-b0f6-d0522e409c44	1	26855	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Rpl39-ps	chr19	11024980	-	chr15	102543472	+	a90cf2b4-2fdf-486b-ae08-c82bdfc07f43	1	21380	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Rps16-ps2	chr19	11024980	-	chr5	129205581	-	9f4ecf4f-7e40-44df-9e39-7213ba7d5c96	1	26881	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Rps24	chr19	11024980	-	chr14	24540785	+	a353de87-0bde-4830-8938-45d9adbf31ff	1	19158	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Rps24-ps3	chr19	11024980	-	chrX	78238652	+	3ae7685e-cd6d-4b59-807e-45c4bf6d5024	1	27053	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Saa3	chr19	11024980	-	chr7	46365124	-	db9041ac-72b3-4b74-be4e-593292cfb91d	1	21798	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Sirt3	chr19	11024980	-	chr7	140457795	-	8f0a2247-576a-48aa-92c4-84c9057bead4	1	19207	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Tmem140	chr19	11024975	-	chr6	34849462	+	57dcd902-5660-4880-a839-cddaadf2d60f	1	24233	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Trex1	chr19	11024980	-	chr9	108887996	-	599aea19-1c53-4865-add5-32fd909c5fbe	1	22131	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Tubb5	chr19	11024980	-	chr17	36147165	-	bc8c4003-577a-4ad6-8e90-fbcb24d39d86	1	15412	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Ubxn1	chr19	11024980	-	chr19	8851158	+	e52df323-de9a-4995-8f77-62bd03743757	1	22911	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW112010:Use1	chr19	11024980	-	chr8	71819878	+	cf7404c4-4746-4af6-a5e5-d4be75912a61	1	24430	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW549877:Ccdc84	chr15	4021839	-	chr9	44324498	-	36e98ccb-89d5-4607-ad07-75b9a274473d	1	1776	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW549877:Gbp4	chr15	4021839	-	chr5	105266365	-	a8e38315-f4d4-4f04-9d12-f173bb25ec4d	1	2813	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW549877:Gm49339	chr15	4021839	-	chr10	51370157	+	c8ec577b-8419-4dfb-9819-7a91785092e3	1	2876	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW549877:Man2b1	chr15	4021839	-	chr8	85813439	+	2d473cd5-49e0-4fe1-b324-8618c51ec247	1	2279	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW549877:Mcts1	chr15	4021839	-	chrX	37700631	+	33b73dae-73e3-4a88-baf7-367e7f999f97	1	1915	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW549877:Neil1	chr15	4011516	-	chr9	57052292	-	e12c592f-b206-48a0-87bf-d4e5d8271e65	1	13646	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW549877:Otulinl	chr15	4021839	-	chr15	27660104	-	f8e31c4a-2ca8-4277-a58c-ab9a1aac2a28	1	37	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
AW549877:Psap	chr15	4021839	-	chr10	60134876	+	2a5f3249-397a-4205-ab99-d1d01143c277	1	2565	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aagab:Map2k5	chr9	63526513	+	chr9	63071472	-	2595b845-8d23-43f9-851e-84e3b884af39	1	1509	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aak1:Lyz1	chr6	86927842	+	chr10	117128773	-	c8a6ce07-bfe3-4c6a-9a57-7ebd5d56752d	1	32097	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aamdc:Fxyd5	chr7	97199546	-	chr7	30740882	-	883c3bae-8489-4e46-84bd-02479ce87986	1	16480	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aamp:Abi1	chr1	74318998	-	chr2	22930116	-	1cff2742-2714-4140-bf73-f27a2c671652	1	10627	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aamp:B2m	chr1	74318998	-	chr2	121978166	+	d56f48e4-388a-489a-a96b-54fe777cb739	1	10628	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aamp:Cinp	chr1	74318998	-	chr12	110840563	-	d69b5957-f583-4b91-91a0-31d8b2433fe4	1	3804	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aamp:Dusp1	chr1	74318998	-	chr17	26725624	-	752553ae-0660-4f47-bd60-ade0311860db	1	27591	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aamp:Lilrb4a	chr1	74318998	-	chr10	51367292	+	80956571-3b6e-49bc-a5f1-bb8b51430272	1	16075	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aamp:Mgst3	chr1	74318998	-	chr1	167205984	-	a0ac049e-0981-421d-9530-ccc340bc9744	1	3805	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aamp:Ndufaf4	chr1	74318998	-	chr4	24898082	+	aaa50529-7cdf-4c5f-831b-7c81837dc6d1	1	10625	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aamp:Pik3ap1	chr1	74318998	-	chr19	41364704	-	047f01a2-c0f5-4388-8e0a-6b0351d4a1c1	1	16072	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aamp:Ppib	chr1	74318998	-	chr9	65967512	+	6aa2b658-c8d9-4543-ba28-0300bbb4325b	1	33389	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aamp:Rpl18	chr1	74318998	-	chr7	45368676	+	d35ca503-5002-49d7-9b16-8798be7db33b	1	16074	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Aamp:Rpl23a-ps3	chr1	74318998	-	chr14	33892611	+	88c58963-9a4e-477c-8e11-7123907c1802	1	27592	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
