probe_id	pair_id	side	transcript_id	gene_id	chrom	breakpoint	strand	reference
Babam2:Mrpl33	Babam2:Mrpl33	a	ENSMUST00000201107.4	ENSMUSG00000052139.19	chr5	31859321	+	GENCODE M28 / GRCm39
Babam2:Mrpl33	Babam2:Mrpl33	a	ENSMUST00000201202.4	ENSMUSG00000052139.19	chr5	31859321	+	GENCODE M28 / GRCm39
Babam2:Mrpl33	Babam2:Mrpl33	a	ENSMUST00000114515.9	ENSMUSG00000052139.19	chr5	31859321	+	GENCODE M28 / GRCm39
Babam2:Mrpl33	Babam2:Mrpl33	a	ENSMUST00000202293.4	ENSMUSG00000052139.19	chr5	31859321	+	GENCODE M28 / GRCm39
Babam2:Mrpl33	Babam2:Mrpl33	a	ENSMUST00000200705.2	ENSMUSG00000052139.19	chr5	31859321	+	GENCODE M28 / GRCm39
Babam2:Mrpl33	Babam2:Mrpl33	b	ENSMUST00000202953.2	ENSMUSG00000106918.4	chr5	31779721	+	GENCODE M28 / GRCm39
Babam2:Mrpl33	Babam2:Mrpl33	b	ENSMUST00000031024.14	ENSMUSG00000106918.4	chr5	31779721	+	GENCODE M28 / GRCm39
Babam2:Mrpl33	Babam2:Mrpl33	b	ENSMUST00000201620.2	ENSMUSG00000106918.4	chr5	31779721	+	GENCODE M28 / GRCm39
Babam2:Mrpl33	Babam2:Mrpl33	b	ENSMUST00000201483.4	ENSMUSG00000106918.4	chr5	31779721	+	GENCODE M28 / GRCm39
Babam2:Mrpl33	Babam2:Mrpl33	b	ENSMUST00000201923.2	ENSMUSG00000106918.4	chr5	31779721	+	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	a	ENSMUST00000225717.2	ENSMUSG00000015968.19	chr14	29787991	-	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	a	ENSMUST00000112250.6	ENSMUSG00000015968.19	chr14	29787991	-	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	a	ENSMUST00000112249.10	ENSMUSG00000015968.19	chr14	29787991	-	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	a	ENSMUST00000224395.2	ENSMUSG00000015968.19	chr14	29787991	-	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	a	ENSMUST00000224785.3	ENSMUSG00000015968.19	chr14	29787991	-	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	a	ENSMUST00000238504.2	ENSMUSG00000015968.19	chr14	29787991	-	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	a	ENSMUST00000223803.3	ENSMUSG00000015968.19	chr14	29787991	-	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	a	ENSMUST00000224198.3	ENSMUSG00000015968.19	chr14	29787991	-	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	a	ENSMUST00000238675.2	ENSMUSG00000015968.19	chr14	29787991	-	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	a	ENSMUST00000238568.2	ENSMUSG00000015968.19	chr14	29787991	-	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	b	ENSMUST00000049022.15	ENSMUSG00000037966.16	chr13	49348370	+	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	b	ENSMUST00000120733.8	ENSMUSG00000037966.16	chr13	49348370	+	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	b	ENSMUST00000131280.2	ENSMUSG00000037966.16	chr13	49348370	+	GENCODE M28 / GRCm39
Cacna1d:Ninj1	Cacna1d:Ninj1	b	ENSMUST00000153819.2	ENSMUSG00000037966.16	chr13	49348370	+	GENCODE M28 / GRCm39
Ccdc97:Ddrgk1	Ccdc97:Ddrgk1	a	ENSMUST00000002683.3	ENSMUSG00000002608.9	chr7	25418343	-	GENCODE M28 / GRCm39
Ccdc97:Ddrgk1	Ccdc97:Ddrgk1	a	ENSMUST00000154143.8	ENSMUSG00000002608.9	chr7	25418343	-	GENCODE M28 / GRCm39
Ccdc97:Ddrgk1	Ccdc97:Ddrgk1	a	ENSMUST00000125699.3	ENSMUSG00000002608.9	chr7	25418343	-	GENCODE M28 / GRCm39
Ccdc97:Ddrgk1	Ccdc97:Ddrgk1	a	ENSMUST00000156365.8	ENSMUSG00000002608.9	chr7	25418343	-	GENCODE M28 / GRCm39
Ccdc97:Ddrgk1	Ccdc97:Ddrgk1	a	ENSMUST00000137046.8	ENSMUSG00000002608.9	chr7	25418343	-	GENCODE M28 / GRCm39
Ccdc97:Ddrgk1	Ccdc97:Ddrgk1	a	ENSMUST00000129429.2	ENSMUSG00000002608.9	chr7	25418343	-	GENCODE M28 / GRCm39
Ccdc97:Ddrgk1	Ccdc97:Ddrgk1	a	ENSMUST00000140847.2	ENSMUSG00000002608.9	chr7	25418343	-	GENCODE M28 / GRCm39
Ccdc97:Ddrgk1	Ccdc97:Ddrgk1	b	ENSMUST00000089559.11	ENSMUSG00000068290.12	chr2	130497162	-	GENCODE M28 / GRCm39
Ccdc97:Ddrgk1	Ccdc97:Ddrgk1	b	ENSMUST00000135167.8	ENSMUSG00000068290.12	chr2	130497162	-	GENCODE M28 / GRCm39
Ccdc97:Ddrgk1	Ccdc97:Ddrgk1	b	ENSMUST00000134044.8	ENSMUSG00000068290.12	chr2	130497162	-	GENCODE M28 / GRCm39
Cd36:Ppp1cb	Cd36:Ppp1cb	a	ENSMUST00000170051.8	ENSMUSG00000002944.16	chr5	18016179	-	GENCODE M28 / GRCm39
Cd36:Ppp1cb	Cd36:Ppp1cb	a	ENSMUST00000082367.13	ENSMUSG00000002944.16	chr5	18016179	-	GENCODE M28 / GRCm39
Cd36:Ppp1cb	Cd36:Ppp1cb	a	ENSMUST00000169095.6	ENSMUSG00000002944.16	chr5	18016179	-	GENCODE M28 / GRCm39
Cd36:Ppp1cb	Cd36:Ppp1cb	a	ENSMUST00000165232.8	ENSMUSG00000002944.16	chr5	18016179	-	GENCODE M28 / GRCm39
Cd36:Ppp1cb	Cd36:Ppp1cb	a	ENSMUST00000197890.5	ENSMUSG00000002944.16	chr5	18016179	-	GENCODE M28 / GRCm39
Cd36:Ppp1cb	Cd36:Ppp1cb	b	ENSMUST00000015100.15	ENSMUSG00000014956.16	chr5	32635410	+	GENCODE M28 / GRCm39
Cd36:Ppp1cb	Cd36:Ppp1cb	b	ENSMUST00000201360.4	ENSMUSG00000014956.16	chr5	32635410	+	GENCODE M28 / GRCm39
Cdk18:Spcs2	Cdk18:Spcs2	a	ENSMUST00000027697.12	ENSMUSG00000026437.12	chr1	132067148	-	GENCODE M28 / GRCm39
Cdk18:Spcs2	Cdk18:Spcs2	b	ENSMUST00000036274.8	ENSMUSG00000035227.8	chr7	99498266	-	GENCODE M28 / GRCm39
Cdk18:Spcs2	Cdk18:Spcs2	b	ENSMUST00000208477.2	ENSMUSG00000035227.8	chr7	99498266	-	GENCODE M28 / GRCm39
Cdk18:Spcs2	Cdk18:Spcs2	b	ENSMUST00000207406.2	ENSMUSG00000035227.8	chr7	99498266	-	GENCODE M28 / GRCm39
Cdk18:Spcs2	Cdk18:Spcs2	b	ENSMUST00000209032.2	ENSMUSG00000035227.8	chr7	99498266	-	GENCODE M28 / GRCm39
Cdk18:Spcs2	Cdk18:Spcs2	b	ENSMUST00000208465.2	ENSMUSG00000035227.8	chr7	99498266	-	GENCODE M28 / GRCm39
Cdk18:Spcs2	Cdk18:Spcs2	b	ENSMUST00000207137.2	ENSMUSG00000035227.8	chr7	99498266	-	GENCODE M28 / GRCm39
Cdk18:Spcs2	Cdk18:Spcs2	b	ENSMUST00000207063.2	ENSMUSG00000035227.8	chr7	99498266	-	GENCODE M28 / GRCm39
Cdk18:Spcs2	Cdk18:Spcs2	b	ENSMUST00000207580.2	ENSMUSG00000035227.8	chr7	99498266	-	GENCODE M28 / GRCm39
Cdk18:Spcs2	Cdk18:Spcs2	b	ENSMUST00000208939.2	ENSMUSG00000035227.8	chr7	99498266	-	GENCODE M28 / GRCm39
Chchd3:1810058I24Rik	Chchd3:1810058I24Rik	a	ENSMUST00000066379.11	ENSMUSG00000053768.14	chr6	32985418	-	GENCODE M28 / GRCm39
Chchd3:1810058I24Rik	Chchd3:1810058I24Rik	a	ENSMUST00000124436.8	ENSMUSG00000053768.14	chr6	32985418	-	GENCODE M28 / GRCm39
Chchd3:1810058I24Rik	Chchd3:1810058I24Rik	a	ENSMUST00000127666.8	ENSMUSG00000053768.14	chr6	32985418	-	GENCODE M28 / GRCm39
Chchd3:1810058I24Rik	Chchd3:1810058I24Rik	a	ENSMUST00000115091.2	ENSMUSG00000053768.14	chr6	32985418	-	GENCODE M28 / GRCm39
Chchd3:1810058I24Rik	Chchd3:1810058I24Rik	b	ENSMUST00000152147.8	ENSMUSG00000073155.13	chr6	35237345	+	GENCODE M28 / GRCm39
Chchd3:1810058I24Rik	Chchd3:1810058I24Rik	b	ENSMUST00000130875.8	ENSMUSG00000073155.13	chr6	35237345	+	GENCODE M28 / GRCm39
Chchd3:1810058I24Rik	Chchd3:1810058I24Rik	b	ENSMUST00000136110.2	ENSMUSG00000073155.13	chr6	35237345	+	GENCODE M28 / GRCm39
Chd1:Ttc27	Chd1:Ttc27	a	ENSMUST00000024627.14	ENSMUSG00000023852.15	chr17	15927401	+	GENCODE M28 / GRCm39
Chd1:Ttc27	Chd1:Ttc27	a	ENSMUST00000173311.8	ENSMUSG00000023852.15	chr17	15927401	+	GENCODE M28 / GRCm39
Chd1:Ttc27	Chd1:Ttc27	a	ENSMUST00000173159.2	ENSMUSG00000023852.15	chr17	15927401	+	GENCODE M28 / GRCm39
Chd1:Ttc27	Chd1:Ttc27	b	ENSMUST00000024882.8	ENSMUSG00000024078.8	chr17	75147294	+	GENCODE M28 / GRCm39
Chd1:Ttc27	Chd1:Ttc27	b	ENSMUST00000234568.2	ENSMUSG00000024078.8	chr17	75147294	+	GENCODE M28 / GRCm39
Chd1:Ttc27	Chd1:Ttc27	b	ENSMUST00000234705.2	ENSMUSG00000024078.8	chr17	75147294	+	GENCODE M28 / GRCm39
Clcn7:Psmb9	Clcn7:Psmb9	a	ENSMUST00000162862.3	ENSMUSG00000036636.11	chr17	25369580	+	GENCODE M28 / GRCm39
Clcn7:Psmb9	Clcn7:Psmb9	a	ENSMUST00000040729.9	ENSMUSG00000036636.11	chr17	25369580	+	GENCODE M28 / GRCm39
Clcn7:Psmb9	Clcn7:Psmb9	a	ENSMUST00000233633.2	ENSMUSG00000036636.11	chr17	25369580	+	GENCODE M28 / GRCm39
Clcn7:Psmb9	Clcn7:Psmb9	a	ENSMUST00000160961.8	ENSMUSG00000036636.11	chr17	25369580	+	GENCODE M28 / GRCm39
Clcn7:Psmb9	Clcn7:Psmb9	b	ENSMUST00000174576.4	ENSMUSG00000096727.4	chr17	34404771	-	GENCODE M28 / GRCm39
Clcn7:Psmb9	Clcn7:Psmb9	b	ENSMUST00000114230.3	ENSMUSG00000096727.4	chr17	34404771	-	GENCODE M28 / GRCm39
Clcn7:Psmb9	Clcn7:Psmb9	b	ENSMUST00000237228.2	ENSMUSG00000096727.4	chr17	34404771	-	GENCODE M28 / GRCm39
Clcn7:Psmb9	Clcn7:Psmb9	b	ENSMUST00000173831.3	ENSMUSG00000096727.4	chr17	34404771	-	GENCODE M28 / GRCm39
Cltc:Cfl1	Cltc:Cfl1	a	ENSMUST00000103186.11	ENSMUSG00000047126.18	chr11	86648074	-	GENCODE M28 / GRCm39
Cltc:Cfl1	Cltc:Cfl1	a	ENSMUST00000060766.16	ENSMUSG00000047126.18	chr11	86648074	-	GENCODE M28 / GRCm39
Cltc:Cfl1	Cltc:Cfl1	b	ENSMUST00000209469.2	ENSMUSG00000056201.9	chr19	5542525	+	GENCODE M28 / GRCm39
Cltc:Cfl1	Cltc:Cfl1	b	ENSMUST00000116560.3	ENSMUSG00000056201.9	chr19	5542525	+	GENCODE M28 / GRCm39
Cltc:Cfl1	Cltc:Cfl1	b	ENSMUST00000236645.2	ENSMUSG00000056201.9	chr19	5542525	+	GENCODE M28 / GRCm39
Cltc:Cfl1	Cltc:Cfl1	b	ENSMUST00000237122.2	ENSMUSG00000056201.9	chr19	5542525	+	GENCODE M28 / GRCm39
Copb2:Gch1	Copb2:Gch1	a	ENSMUST00000035033.7	ENSMUSG00000032458.7	chr9	98462417	+	GENCODE M28 / GRCm39
Copb2:Gch1	Copb2:Gch1	a	ENSMUST00000186657.2	ENSMUSG00000032458.7	chr9	98462417	+	GENCODE M28 / GRCm39
Copb2:Gch1	Copb2:Gch1	b	ENSMUST00000089959.7	ENSMUSG00000037580.11	chr14	47394950	-	GENCODE M28 / GRCm39
Cpq:Mdfic	Cpq:Mdfic	a	ENSMUST00000042167.10	ENSMUSG00000039007.11	chr15	33213409	+	GENCODE M28 / GRCm39
Cpq:Mdfic	Cpq:Mdfic	a	ENSMUST00000228916.2	ENSMUSG00000039007.11	chr15	33213409	+	GENCODE M28 / GRCm39
Cpq:Mdfic	Cpq:Mdfic	a	ENSMUST00000228737.2	ENSMUSG00000039007.11	chr15	33213409	+	GENCODE M28 / GRCm39
Cpq:Mdfic	Cpq:Mdfic	a	ENSMUST00000226896.2	ENSMUSG00000039007.11	chr15	33213409	+	GENCODE M28 / GRCm39
Cpq:Mdfic	Cpq:Mdfic	b	ENSMUST00000101663.10	ENSMUSG00000041390.19	chr6	15770213	+	GENCODE M28 / GRCm39
Cpq:Mdfic	Cpq:Mdfic	b	ENSMUST00000190255.7	ENSMUSG00000041390.19	chr6	15770213	+	GENCODE M28 / GRCm39
Cpq:Mdfic	Cpq:Mdfic	b	ENSMUST00000189359.7	ENSMUSG00000041390.19	chr6	15770213	+	GENCODE M28 / GRCm39
Cpq:Mdfic	Cpq:Mdfic	b	ENSMUST00000140516.8	ENSMUSG00000041390.19	chr6	15770213	+	GENCODE M28 / GRCm39
Cpq:Mdfic	Cpq:Mdfic	b	ENSMUST00000125326.8	ENSMUSG00000041390.19	chr6	15770213	+	GENCODE M28 / GRCm39
Cpq:Mdfic	Cpq:Mdfic	b	ENSMUST00000120512.8	ENSMUSG00000041390.19	chr6	15770213	+	GENCODE M28 / GRCm39
Cpq:Mdfic	Cpq:Mdfic	b	ENSMUST00000128849.3	ENSMUSG00000041390.19	chr6	15770213	+	GENCODE M28 / GRCm39
Ctcf:Lamp1	Ctcf:Lamp1	a	ENSMUST00000132679.8	ENSMUSG00000005698.16	chr8	106370264	+	GENCODE M28 / GRCm39
Ctcf:Lamp1	Ctcf:Lamp1	a	ENSMUST00000005841.16	ENSMUSG00000005698.16	chr8	106370264	+	GENCODE M28 / GRCm39
Ctcf:Lamp1	Ctcf:Lamp1	a	ENSMUST00000128510.8	ENSMUSG00000005698.16	chr8	106370264	+	GENCODE M28 / GRCm39
Ctcf:Lamp1	Ctcf:Lamp1	a	ENSMUST00000129388.2	ENSMUSG00000005698.16	chr8	106370264	+	GENCODE M28 / GRCm39
Ctcf:Lamp1	Ctcf:Lamp1	b	ENSMUST00000033824.8	ENSMUSG00000031447.8	chr8	13223627	+	GENCODE M28 / GRCm39
Ctcf:Lamp1	Ctcf:Lamp1	b	ENSMUST00000209709.2	ENSMUSG00000031447.8	chr8	13223627	+	GENCODE M28 / GRCm39
Cyb5a:2610001J05Rik	Cyb5a:2610001J05Rik	a	ENSMUST00000160180.9	ENSMUSG00000024646.15	chr18	84869732	+	GENCODE M28 / GRCm39
Cyb5a:2610001J05Rik	Cyb5a:2610001J05Rik	a	ENSMUST00000025549.14	ENSMUSG00000024646.15	chr18	84869732	+	GENCODE M28 / GRCm39
Cyb5a:2610001J05Rik	Cyb5a:2610001J05Rik	a	ENSMUST00000159846.2	ENSMUSG00000024646.15	chr18	84869732	+	GENCODE M28 / GRCm39
Cyb5a:2610001J05Rik	Cyb5a:2610001J05Rik	a	ENSMUST00000236742.2	ENSMUSG00000024646.15	chr18	84869732	+	GENCODE M28 / GRCm39
Cyb5a:2610001J05Rik	Cyb5a:2610001J05Rik	b	ENSMUST00000155856.2	ENSMUSG00000052419.8	chr6	13871162	-	GENCODE M28 / GRCm39
Cyb5a:2610001J05Rik	Cyb5a:2610001J05Rik	b	ENSMUST00000185219.2	ENSMUSG00000052419.8	chr6	13871162	-	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	a	ENSMUST00000224453.2	ENSMUSG00000021962.10	chr14	30227641	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	a	ENSMUST00000225196.2	ENSMUSG00000021962.10	chr14	30227641	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	a	ENSMUST00000022535.9	ENSMUSG00000021962.10	chr14	30227641	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	a	ENSMUST00000223658.2	ENSMUSG00000021962.10	chr14	30227641	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	a	ENSMUST00000225286.2	ENSMUSG00000021962.10	chr14	30227641	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	a	ENSMUST00000224810.2	ENSMUSG00000021962.10	chr14	30227641	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	a	ENSMUST00000225521.2	ENSMUSG00000021962.10	chr14	30227641	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	a	ENSMUST00000225923.2	ENSMUSG00000021962.10	chr14	30227641	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	a	ENSMUST00000225243.2	ENSMUSG00000021962.10	chr14	30227641	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	a	ENSMUST00000224692.2	ENSMUSG00000021962.10	chr14	30227641	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	a	ENSMUST00000225124.2	ENSMUSG00000021962.10	chr14	30227641	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	a	ENSMUST00000225806.2	ENSMUSG00000021962.10	chr14	30227641	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	b	ENSMUST00000029358.15	ENSMUSG00000027787.15	chr3	69654062	+	GENCODE M28 / GRCm39
Dcp1a:Nmd3	Dcp1a:Nmd3	b	ENSMUST00000150210.2	ENSMUSG00000027787.15	chr3	69654062	+	GENCODE M28 / GRCm39
Dcstamp:Degs1	Dcstamp:Degs1	a	ENSMUST00000227368.2	ENSMUSG00000022303.10	chr15	39618621	+	GENCODE M28 / GRCm39
Dcstamp:Degs1	Dcstamp:Degs1	a	ENSMUST00000228556.2	ENSMUSG00000022303.10	chr15	39618621	+	GENCODE M28 / GRCm39
Dcstamp:Degs1	Dcstamp:Degs1	a	ENSMUST00000022913.6	ENSMUSG00000022303.10	chr15	39618621	+	GENCODE M28 / GRCm39
Dcstamp:Degs1	Dcstamp:Degs1	a	ENSMUST00000227792.2	ENSMUSG00000022303.10	chr15	39618621	+	GENCODE M28 / GRCm39
Dcstamp:Degs1	Dcstamp:Degs1	b	ENSMUST00000035295.6	ENSMUSG00000038633.6	chr1	182104458	-	GENCODE M28 / GRCm39
Dennd4c:Fbxl4	Dennd4c:Fbxl4	a	ENSMUST00000045512.15	ENSMUSG00000038024.18	chr4	86667149	+	GENCODE M28 / GRCm39
Dennd4c:Fbxl4	Dennd4c:Fbxl4	a	ENSMUST00000082026.14	ENSMUSG00000038024.18	chr4	86667149	+	GENCODE M28 / GRCm39
Dennd4c:Fbxl4	Dennd4c:Fbxl4	b	ENSMUST00000039234.10	ENSMUSG00000040410.15	chr4	22422717	+	GENCODE M28 / GRCm39
Dennd4c:Fbxl4	Dennd4c:Fbxl4	b	ENSMUST00000185029.8	ENSMUSG00000040410.15	chr4	22422717	+	GENCODE M28 / GRCm39
Dennd4c:Fbxl4	Dennd4c:Fbxl4	b	ENSMUST00000184455.8	ENSMUSG00000040410.15	chr4	22422717	+	GENCODE M28 / GRCm39
Dennd4c:Fbxl4	Dennd4c:Fbxl4	b	ENSMUST00000184582.2	ENSMUSG00000040410.15	chr4	22422717	+	GENCODE M28 / GRCm39
Disp1:Mtarc2	Disp1:Mtarc2	a	ENSMUST00000003035.12	ENSMUSG00000030768.13	chr1	182955060	-	GENCODE M28 / GRCm39
Disp1:Mtarc2	Disp1:Mtarc2	a	ENSMUST00000195372.2	ENSMUSG00000030768.13	chr1	182955060	-	GENCODE M28 / GRCm39
Disp1:Mtarc2	Disp1:Mtarc2	b	ENSMUST00000068725.10	ENSMUSG00000073481.10	chr1	184551544	-	GENCODE M28 / GRCm39
Disp1:Mtarc2	Disp1:Mtarc2	b	ENSMUST00000161359.8	ENSMUSG00000073481.10	chr1	184551544	-	GENCODE M28 / GRCm39
Disp1:Mtarc2	Disp1:Mtarc2	b	ENSMUST00000161341.8	ENSMUSG00000073481.10	chr1	184551544	-	GENCODE M28 / GRCm39
Disp1:Mtarc2	Disp1:Mtarc2	b	ENSMUST00000162261.8	ENSMUSG00000073481.10	chr1	184551544	-	GENCODE M28 / GRCm39
Disp1:Mtarc2	Disp1:Mtarc2	b	ENSMUST00000160318.2	ENSMUSG00000073481.10	chr1	184551544	-	GENCODE M28 / GRCm39
Disp1:Mtarc2	Disp1:Mtarc2	b	ENSMUST00000162866.7	ENSMUSG00000073481.10	chr1	184551544	-	GENCODE M28 / GRCm39
Disp1:Mtarc2	Disp1:Mtarc2	b	ENSMUST00000159293.8	ENSMUSG00000073481.10	chr1	184551544	-	GENCODE M28 / GRCm39
Dnajc5:Dpep2	Dnajc5:Dpep2	a	ENSMUST00000072334.12	ENSMUSG00000000826.17	chr2	181162490	+	GENCODE M28 / GRCm39
Dnajc5:Dpep2	Dnajc5:Dpep2	a	ENSMUST00000116365.9	ENSMUSG00000000826.17	chr2	181162490	+	GENCODE M28 / GRCm39
Dnajc5:Dpep2	Dnajc5:Dpep2	a	ENSMUST00000108797.8	ENSMUSG00000000826.17	chr2	181162490	+	GENCODE M28 / GRCm39
Dnajc5:Dpep2	Dnajc5:Dpep2	b	ENSMUST00000117555.8	ENSMUSG00000053687.16	chr8	106716015	-	GENCODE M28 / GRCm39
Dnajc5:Dpep2	Dnajc5:Dpep2	b	ENSMUST00000034373.8	ENSMUSG00000053687.16	chr8	106716015	-	GENCODE M28 / GRCm39
Dnajc5:Dpep2	Dnajc5:Dpep2	b	ENSMUST00000150001.8	ENSMUSG00000053687.16	chr8	106716015	-	GENCODE M28 / GRCm39
Dnajc5:Dpep2	Dnajc5:Dpep2	b	ENSMUST00000149057.2	ENSMUSG00000053687.16	chr8	106716015	-	GENCODE M28 / GRCm39
Dnase2a:Kdm3b	Dnase2a:Kdm3b	a	ENSMUST00000003910.13	ENSMUSG00000003812.14	chr8	85636598	+	GENCODE M28 / GRCm39
Dnase2a:Kdm3b	Dnase2a:Kdm3b	a	ENSMUST00000109744.8	ENSMUSG00000003812.14	chr8	85636598	+	GENCODE M28 / GRCm39
Dnase2a:Kdm3b	Dnase2a:Kdm3b	a	ENSMUST00000128400.2	ENSMUSG00000003812.14	chr8	85636598	+	GENCODE M28 / GRCm39
Dnase2a:Kdm3b	Dnase2a:Kdm3b	a	ENSMUST00000135219.2	ENSMUSG00000003812.14	chr8	85636598	+	GENCODE M28 / GRCm39
Dnase2a:Kdm3b	Dnase2a:Kdm3b	b	ENSMUST00000043775.9	ENSMUSG00000038773.12	chr18	34963182	+	GENCODE M28 / GRCm39
Dnase2a:Kdm3b	Dnase2a:Kdm3b	b	ENSMUST00000225195.2	ENSMUSG00000038773.12	chr18	34963182	+	GENCODE M28 / GRCm39
Dnase2a:Kdm3b	Dnase2a:Kdm3b	b	ENSMUST00000223567.2	ENSMUSG00000038773.12	chr18	34963182	+	GENCODE M28 / GRCm39
Dnmt3a:Ethe1	Dnmt3a:Ethe1	a	ENSMUST00000085826.13	ENSMUSG00000020661.16	chr12	3899739	+	GENCODE M28 / GRCm39
Dnmt3a:Ethe1	Dnmt3a:Ethe1	a	ENSMUST00000172719.8	ENSMUSG00000020661.16	chr12	3899739	+	GENCODE M28 / GRCm39
Dnmt3a:Ethe1	Dnmt3a:Ethe1	a	ENSMUST00000020991.15	ENSMUSG00000020661.16	chr12	3899739	+	GENCODE M28 / GRCm39
Dnmt3a:Ethe1	Dnmt3a:Ethe1	a	ENSMUST00000174817.8	ENSMUSG00000020661.16	chr12	3899739	+	GENCODE M28 / GRCm39
Dnmt3a:Ethe1	Dnmt3a:Ethe1	a	ENSMUST00000174483.8	ENSMUSG00000020661.16	chr12	3899739	+	GENCODE M28 / GRCm39
Dnmt3a:Ethe1	Dnmt3a:Ethe1	b	ENSMUST00000077191.7	ENSMUSG00000064254.7	chr7	24305630	+	GENCODE M28 / GRCm39
Dtx2:Fam53a	Dtx2:Fam53a	a	ENSMUST00000111142.9	ENSMUSG00000004947.16	chr5	136041501	+	GENCODE M28 / GRCm39
Dtx2:Fam53a	Dtx2:Fam53a	a	ENSMUST00000111145.10	ENSMUSG00000004947.16	chr5	136041501	+	GENCODE M28 / GRCm39
Dtx2:Fam53a	Dtx2:Fam53a	a	ENSMUST00000111144.8	ENSMUSG00000004947.16	chr5	136041501	+	GENCODE M28 / GRCm39
Dtx2:Fam53a	Dtx2:Fam53a	a	ENSMUST00000125827.8	ENSMUSG00000004947.16	chr5	136041501	+	GENCODE M28 / GRCm39
Dtx2:Fam53a	Dtx2:Fam53a	a	ENSMUST00000005072.10	ENSMUSG00000004947.16	chr5	136041501	+	GENCODE M28 / GRCm39
Dtx2:Fam53a	Dtx2:Fam53a	b	ENSMUST00000065119.15	ENSMUSG00000037339.18	chr5	33758224	-	GENCODE M28 / GRCm39
Dtx2:Fam53a	Dtx2:Fam53a	b	ENSMUST00000065162.11	ENSMUSG00000037339.18	chr5	33758224	-	GENCODE M28 / GRCm39
Dtx2:Fam53a	Dtx2:Fam53a	b	ENSMUST00000150033.8	ENSMUSG00000037339.18	chr5	33758224	-	GENCODE M28 / GRCm39
Dtx2:Fam53a	Dtx2:Fam53a	b	ENSMUST00000045329.10	ENSMUSG00000037339.18	chr5	33758224	-	GENCODE M28 / GRCm39
Eif3a:Dennd10	Eif3a:Dennd10	a	ENSMUST00000025955.8	ENSMUSG00000024991.9	chr19	60778907	-	GENCODE M28 / GRCm39
Eif3a:Dennd10	Eif3a:Dennd10	a	ENSMUST00000235706.2	ENSMUSG00000024991.9	chr19	60778907	-	GENCODE M28 / GRCm39
Eif3a:Dennd10	Eif3a:Dennd10	a	ENSMUST00000236622.2	ENSMUSG00000024991.9	chr19	60778907	-	GENCODE M28 / GRCm39
Eif3a:Dennd10	Eif3a:Dennd10	b	ENSMUST00000128357.8	ENSMUSG00000024993.16	chr19	60809645	+	GENCODE M28 / GRCm39
Eif3a:Dennd10	Eif3a:Dennd10	b	ENSMUST00000119633.8	ENSMUSG00000024993.16	chr19	60809645	+	GENCODE M28 / GRCm39
Eif3a:Dennd10	Eif3a:Dennd10	b	ENSMUST00000148577.8	ENSMUSG00000024993.16	chr19	60809645	+	GENCODE M28 / GRCm39
Eif3a:Dennd10	Eif3a:Dennd10	b	ENSMUST00000025957.9	ENSMUSG00000024993.16	chr19	60809645	+	GENCODE M28 / GRCm39
Emc3:Ndufa7	Emc3:Ndufa7	a	ENSMUST00000032425.7	ENSMUSG00000030286.7	chr6	113508289	-	GENCODE M28 / GRCm39
