gene_symbol	gene_id	mgi_id	chrom	start	end	strand
7SK	ENSMUSG00002076959.1		chr7	73311796	73312048	+
7SK	ENSMUSG00002076151.1		chr7	74612095	74612445	-
7SK	ENSMUSG00002076991.1		chr7	74924837	74925159	+
7SK	ENSMUSG00002076442.1		chr7	79002236	79002493	-
7SK	ENSMUSG00002075722.1		chr7	94821071	94821364	+
7SK	ENSMUSG00002074985.1		chr7	102920757	102921077	+
7SK	ENSMUSG00002075411.1		chr7	114535780	114536097	+
7SK	ENSMUSG00002075351.1		chr7	122046081	122046349	+
7SK	ENSMUSG00002076342.1		chr7	126645284	126645529	+
7SK	ENSMUSG00002075912.1		chr7	136110755	136111062	-
7SK	ENSMUSG00002076208.1		chr8	3665529	3665855	+
7SK	ENSMUSG00002076747.1		chr8	3778925	3779237	-
7SK	ENSMUSG00002076728.1		chr8	4165513	4165765	-
7SK	ENSMUSG00002076834.1		chr8	4324853	4325136	+
7SK	ENSMUSG00002076452.1		chr8	12406153	12406469	+
7SK	ENSMUSG00002076327.1		chr8	26168966	26169287	+
7SK	ENSMUSG00002075170.1		chr8	26730178	26730436	-
7SK	ENSMUSG00002075490.1		chr8	32034491	32034714	-
7SK	ENSMUSG00002075432.1		chr8	46560296	46560568	+
7SK	ENSMUSG00002075320.1		chr8	65384624	65384714	+
7SK	ENSMUSG00002075288.1		chr8	84479547	84479833	+
7SK	ENSMUSG00002075434.1		chr8	88363285	88363641	+
7SK	ENSMUSG00002076895.1		chr8	91911547	91911811	-
7SK	ENSMUSG00002075278.1		chr8	95424644	95424913	-
7SK	ENSMUSG00002076356.1		chr8	113308268	113308372	+
7SK	ENSMUSG00002074906.1		chr8	121444239	121444493	-
7SK	ENSMUSG00002076153.1		chr8	124249999	124250279	+
7SK	ENSMUSG00002076788.1		chr9	18485909	18486214	+
7SK	ENSMUSG00002075521.1		chr9	20718330	20718650	+
7SK	ENSMUSG00002075510.1		chr9	44274749	44275025	+
7SK	ENSMUSG00002075788.1		chr9	54444469	54444686	+
7SK	ENSMUSG00002075495.1		chr9	61927876	61927968	+
7SK	ENSMUSG00002075166.1		chr9	76680514	76680806	-
7SK	ENSMUSG00002076161.1		chr9	78082585	78082915	-
7SK	ENSMUSG00002075539.1		chr9	79944711	79944996	+
7SK	ENSMUSG00002075791.1		chr9	89913360	89913627	+
7SK	ENSMUSG00002076769.1		chr9	102869094	102869415	+
7SK	ENSMUSG00002076513.1		chr9	106513517	106513782	+
7SK	ENSMUSG00002076749.1		chr9	111073660	111073935	-
7SK	ENSMUSG00002076554.1		chr9	113232543	113232839	+
7SK	ENSMUSG00002075534.1		chr9	118116854	118117160	+
7SK	ENSMUSG00002076330.1		chr9	120620531	120620851	-
7SK	ENSMUSG00002076558.1		chr9	121071408	121071653	+
7SK	ENSMUSG00002074902.1		chr9	122641629	122641896	+
7SK	ENSMUSG00002076559.1		chr10	25157498	25157750	-
7SK	ENSMUSG00002076954.1		chr10	40751636	40751878	-
7SK	ENSMUSG00002075014.1		chr10	42185771	42186015	+
7SK	ENSMUSG00002076135.1		chr10	42369419	42369742	-
7SK	ENSMUSG00002074867.1		chr10	50742171	50742460	-
7SK	ENSMUSG00002075200.1		chr10	62755338	62755620	+
7SK	ENSMUSG00002074897.1		chr10	70337022	70337333	-
7SK	ENSMUSG00002074988.1		chr10	75278454	75278776	+
7SK	ENSMUSG00002075298.1		chr10	78205847	78206154	-
7SK	ENSMUSG00002075567.1		chr10	94784452	94784755	+
7SK	ENSMUSG00002075187.1		chr10	95439654	95439978	+
7SK	ENSMUSG00002075962.1		chr10	108925859	108926136	-
7SK	ENSMUSG00002075120.1		chr10	114746616	114746940	-
7SK	ENSMUSG00002076231.1		chr10	115093529	115093834	-
7SK	ENSMUSG00002075256.1		chr10	124290964	124291222	+
7SK	ENSMUSG00002075507.1		chr10	129008442	129008746	-
7SK	ENSMUSG00002075230.1		chr11	17498286	17498609	+
7SK	ENSMUSG00002076722.1		chr11	21147708	21147976	-
7SK	ENSMUSG00002076784.1		chr11	42788322	42788633	+
7SK	ENSMUSG00002074926.1		chr11	50401729	50402004	-
7SK	ENSMUSG00002076304.1		chr11	51161262	51161516	+
7SK	ENSMUSG00002075965.1		chr11	53592006	53592315	+
7SK	ENSMUSG00002076709.1		chr11	57860168	57860438	+
7SK	ENSMUSG00002076393.1		chr11	67254916	67255228	+
7SK	ENSMUSG00002075082.1		chr11	72231196	72231466	+
7SK	ENSMUSG00002075446.1		chr11	72691113	72691304	-
7SK	ENSMUSG00002075327.1		chr11	83735491	83735798	+
7SK	ENSMUSG00002075649.1		chr11	85188278	85188575	-
7SK	ENSMUSG00002074916.1		chr11	89027331	89027592	-
7SK	ENSMUSG00002076748.1		chr11	100665339	100665626	-
7SK	ENSMUSG00002076775.1		chr11	105032040	105032135	+
7SK	ENSMUSG00002076694.1		chr11	107718200	107718486	+
7SK	ENSMUSG00002076234.1		chr11	117023316	117023643	+
7SK	ENSMUSG00002075858.1		chr12	4444482	4444767	+
7SK	ENSMUSG00002075859.1		chr12	11738698	11739005	-
7SK	ENSMUSG00002075280.1		chr12	17694901	17695206	-
7SK	ENSMUSG00002076203.1		chr12	32404884	32405201	-
7SK	ENSMUSG00002074944.1		chr12	35050336	35050556	-
7SK	ENSMUSG00002076225.1		chr12	46879342	46879590	-
7SK	ENSMUSG00002076840.1		chr12	56313705	56313989	-
7SK	ENSMUSG00002076648.1		chr12	61913842	61914154	+
7SK	ENSMUSG00002075260.1		chr12	69977678	69977987	+
7SK	ENSMUSG00002076733.1		chr12	70982102	70982411	+
7SK	ENSMUSG00002076454.1		chr12	71771426	71771728	+
7SK	ENSMUSG00002076277.1		chr12	76738754	76739035	+
7SK	ENSMUSG00002075409.1		chr12	86856731	86857032	+
7SK	ENSMUSG00002076394.1		chr12	90947999	90948321	+
7SK	ENSMUSG00002075563.1		chr12	96222715	96223011	-
7SK	ENSMUSG00002076723.1		chr12	118717289	118717487	+
7SK	ENSMUSG00002076052.1		chr13	9159341	9159635	+
7SK	ENSMUSG00002075359.1		chr13	9673416	9673663	-
7SK	ENSMUSG00002076119.1		chr13	12680940	12681203	+
7SK	ENSMUSG00002074976.1		chr13	13577421	13577717	+
7SK	ENSMUSG00002075529.1		chr13	13963929	13964218	+
7SK	ENSMUSG00002076228.1		chr13	17033770	17034057	-
7SK	ENSMUSG00002075380.1		chr13	34460948	34461235	-
7SK	ENSMUSG00002075509.1		chr13	39082336	39082563	-
7SK	ENSMUSG00002075558.1		chr13	43205624	43205886	-
7SK	ENSMUSG00002076563.1		chr13	45448130	45448472	-
7SK	ENSMUSG00002076631.1		chr13	54577254	54577513	-
7SK	ENSMUSG00002076198.1		chr13	91892824	91893123	-
7SK	ENSMUSG00002075116.1		chr13	99176906	99177158	-
7SK	ENSMUSG00002076822.1		chr13	102365177	102365460	+
7SK	ENSMUSG00002076400.1		chr13	103557310	103557590	-
7SK	ENSMUSG00002074873.1		chr14	4584563	4584888	+
7SK	ENSMUSG00002074958.1		chr14	21313692	21313927	+
7SK	ENSMUSG00002075481.1		chr14	31258914	31259215	-
7SK	ENSMUSG00002076448.1		chr14	31745301	31745397	+
7SK	ENSMUSG00002075657.1		chr14	40040029	40040207	-
7SK	ENSMUSG00002074854.1		chr14	45698820	45699102	-
7SK	ENSMUSG00002075869.1		chr14	54354511	54354850	+
7SK	ENSMUSG00002075328.1		chr15	3828394	3828663	+
7SK	ENSMUSG00002076063.1		chr15	6530178	6530453	+
7SK	ENSMUSG00002075823.1		chr15	10051912	10052199	+
7SK	ENSMUSG00002075078.1		chr15	11965416	11965675	+
7SK	ENSMUSG00002075632.1		chr15	17935664	17935971	+
7SK	ENSMUSG00002075387.1		chr15	36029044	36029298	+
7SK	ENSMUSG00002076689.1		chr15	43088021	43088316	-
7SK	ENSMUSG00002075732.1		chr15	58437463	58437763	+
7SK	ENSMUSG00002076111.1		chr15	76151335	76151619	-
7SK	ENSMUSG00002075739.1		chr15	86033785	86034052	+
7SK	ENSMUSG00002076146.1		chr15	91501355	91501640	-
7SK	ENSMUSG00002076809.1		chr15	93132244	93132581	+
7SK	ENSMUSG00002075036.1		chr15	97833166	97833476	+
7SK	ENSMUSG00002076781.1		chr15	99072731	99072818	-
7SK	ENSMUSG00002075614.1		chr16	8021839	8022112	+
7SK	ENSMUSG00002076758.1		chr16	8267362	8267650	-
7SK	ENSMUSG00002076542.1		chr16	20264403	20264677	+
7SK	ENSMUSG00002076030.1		chr16	22413779	22413970	+
7SK	ENSMUSG00002076223.1		chr16	23242172	23242485	-
7SK	ENSMUSG00002076629.1		chr16	36332695	36333012	-
7SK	ENSMUSG00002076801.1		chr16	47416136	47416449	-
7SK	ENSMUSG00002076255.1		chr16	47578803	47579034	+
7SK	ENSMUSG00002074945.1		chr16	65758111	65758423	+
7SK	ENSMUSG00002076891.1		chr16	68698784	68699069	+
7SK	ENSMUSG00002076261.1		chr16	81058591	81058903	-
7SK	ENSMUSG00002076550.1		chr16	84416695	84417016	-
7SK	ENSMUSG00002075754.1		chr16	93451212	93451489	+
7SK	ENSMUSG00002075070.1		chr17	12989518	12989769	+
7SK	ENSMUSG00002076262.1		chr17	18003394	18003679	+
7SK	ENSMUSG00002076503.1		chr17	28665835	28666122	+
7SK	ENSMUSG00002076533.1		chr17	32246912	32247182	+
7SK	ENSMUSG00002075941.1		chr17	33175584	33175858	-
7SK	ENSMUSG00002075285.1		chr17	36552681	36552998	-
7SK	ENSMUSG00002076600.1		chr17	37326235	37326482	+
7SK	ENSMUSG00002075909.1		chr17	44272447	44272732	-
7SK	ENSMUSG00002076149.1		chr17	46714801	46715124	+
7SK	ENSMUSG00002076750.1		chr17	47303549	47303842	-
7SK	ENSMUSG00002075943.1		chr17	48999478	48999735	-
7SK	ENSMUSG00002076265.1		chr17	61566646	61566941	+
7SK	ENSMUSG00002075726.1		chr17	67858602	67858878	+
7SK	ENSMUSG00002076618.1		chr17	69901534	69901772	-
7SK	ENSMUSG00002075088.1		chr17	80503587	80503833	-
7SK	ENSMUSG00002075179.1		chr18	3860108	3860430	+
7SK	ENSMUSG00002075789.1		chr18	13094556	13094862	+
7SK	ENSMUSG00002076444.1		chr18	16166803	16167103	+
7SK	ENSMUSG00002076050.1		chr18	16354076	16354425	-
7SK	ENSMUSG00002076623.1		chr18	17259628	17259859	-
7SK	ENSMUSG00002075071.1		chr18	19840150	19840446	+
7SK	ENSMUSG00002076216.1		chr18	24894220	24894496	+
7SK	ENSMUSG00002074964.1		chr18	25731202	25731511	-
7SK	ENSMUSG00002075437.1		chr18	32426403	32426710	+
7SK	ENSMUSG00002076547.1		chr18	40934214	40934518	-
7SK	ENSMUSG00002075393.1		chr18	41096332	41096605	+
7SK	ENSMUSG00002075964.1		chr18	43894216	43894528	+
7SK	ENSMUSG00002075198.1		chr18	56120294	56120599	-
7SK	ENSMUSG00002076257.1		chr18	59871136	59871429	-
7SK	ENSMUSG00002075864.1		chr18	66809432	66809750	+
7SK	ENSMUSG00002075798.1		chr18	77894014	77894366	-
7SK	ENSMUSG00002075114.1		chr18	84755227	84755516	-
7SK	ENSMUSG00002075287.1		chr18	84840127	84840429	+
7SK	ENSMUSG00002075107.1		chr19	8659199	8659527	-
7SK	ENSMUSG00002075776.1		chr19	18754110	18754325	-
7SK	ENSMUSG00002075253.1		chr19	30242280	30242560	+
7SK	ENSMUSG00002076671.1		chr19	30681481	30681798	+
7SK	ENSMUSG00002074891.1		chr19	32947350	32947708	-
7SK	ENSMUSG00002075727.1		chr19	38461568	38461650	-
7SK	ENSMUSG00002075032.1		chr19	38873686	38873805	+
7SK	ENSMUSG00002075271.1		chr19	41733243	41733492	+
7SK	ENSMUSG00002076056.1		chr19	58775040	58775123	-
7SK	ENSMUSG00002074871.1		chrX	49111498	49111792	+
7SK	ENSMUSG00002076992.1		chrX	52395054	52395360	+
7SK	ENSMUSG00002075249.1		chrX	65491772	65492036	+
7SK	ENSMUSG00002076553.1		chrX	81941003	81941105	-
7SK	ENSMUSG00002075322.1		chrX	99793027	99793354	+
7SK	ENSMUSG00002074862.1		chrX	108158831	108159122	-
7SK	ENSMUSG00002076322.1		chrX	126316053	126316327	+
7SK	ENSMUSG00002075379.1		chrX	128205545	128205822	-
7SK	ENSMUSG00002076316.1		chrX	131582636	131582838	+
7SK	ENSMUSG00002076200.1		chrX	132276966	132277302	-
7SK	ENSMUSG00002076841.1		chrX	135604927	135605219	+
7SK	ENSMUSG00002076735.1		chrX	136715905	136716189	-
7SK	ENSMUSG00002076754.1		chrX	137046131	137046389	-
7SK	ENSMUSG00002076087.1		chrX	138555043	138555366	-
7SK	ENSMUSG00002076100.1		chrX	139542709	139543010	-
7SK	ENSMUSG00002075843.1		chrX	143603183	143603504	+
7SK	ENSMUSG00002076348.1		chrX	151706449	151706756	-
7SK	ENSMUSG00002075955.1		chrX	161088025	161088298	-
7SK	ENSMUSG00002076833.1		chrX	161470876	161471176	+
7SK	ENSMUSG00002075276.1		chrX	161476245	161476559	+
7SK	ENSMUSG00002076194.1		chrX	161852610	161852865	-
Gm37569	ENSMUSG00000102556.2	MGI:5610797	chr1	10267306	10269027	-
Cpa6	ENSMUSG00000042501.13	MGI:3045348	chr1	10394945	10790170	-
Gm38005	ENSMUSG00000103810.2	MGI:5611233	chr1	10519470	10522214	-
Gm15604	ENSMUSG00000083422.2	MGI:3783051	chr1	10624323	10625778	-
Gm25253	ENSMUSG00000119312.1	MGI:5455030	chr1	10625779	10625885	-
Gm15603	ENSMUSG00000081417.2	MGI:3783050	chr1	10765348	10765839	+
Gm37133	ENSMUSG00000103448.2	MGI:5610361	chr1	10852681	10854602	-
Gm5522	ENSMUSG00000100212.2	MGI:3649087	chr1	10875505	10876746	+
Gm28659	ENSMUSG00000100648.2	MGI:5579365	chr1	10938912	10939670	+
SNORA66	ENSMUSG00002076499.1		chr1	10991894	10991984	+
Prex2	ENSMUSG00000048960.14	MGI:1923385	chr1	11063689	11373905	+
Gm24173	ENSMUSG00000077318.3	MGI:5453950	chr1	11204335	11204462	-
Gm28686	ENSMUSG00000101827.2	MGI:5579392	chr1	11293790	11294398	-
Gm37410	ENSMUSG00000103494.2	MGI:5610638	chr1	11434150	11437188	-
A830018L16Rik	ENSMUSG00000057715.14	MGI:2444149	chr1	11484329	12046125	+
Gm38178	ENSMUSG00000103825.2	MGI:5611406	chr1	11487142	11489612	+
Gm29273	ENSMUSG00000099845.2	MGI:5579979	chr1	11678363	11678624	-
Gm38069	ENSMUSG00000103561.2	MGI:5611297	chr1	11774431	11776574	+
Gm7560	ENSMUSG00000101610.2	MGI:3648484	chr1	12191184	12192056	+
Gm22633	ENSMUSG00000118923.1	MGI:5452410	chr1	12445160	12445266	+
Mir6341	ENSMUSG00000098555.3	MGI:5530644	chr1	12496210	12496330	+
Gm2383	ENSMUSG00000097628.2	MGI:3780551	chr1	12635801	12636607	+
Gm6216	ENSMUSG00000098163.2	MGI:3647030	chr1	12726091	12726777	+
Gm17644	ENSMUSG00000097171.2	MGI:4937278	chr1	12737787	12743314	+
Gm29663	ENSMUSG00000101314.2	MGI:5580369	chr1	12740548	12741400	-
Sulf1	ENSMUSG00000016918.16	MGI:2138563	chr1	12762501	12931416	+
Slco5a1	ENSMUSG00000025938.17	MGI:2443431	chr1	12936773	13062874	-
Gm37162	ENSMUSG00000104518.2	MGI:5610390	chr1	13129625	13130175	-
Gm5250	ENSMUSG00000069620.7	MGI:3647667	chr1	13132249	13132569	+
Gm29283	ENSMUSG00000099498.2	MGI:5579989	chr1	13139062	13148886	+
Prdm14	ENSMUSG00000042414.8	MGI:3588194	chr1	13183681	13197387	-
Ncoa2	ENSMUSG00000005886.15	MGI:1276533	chr1	13209329	13444307	-
Gm38376	ENSMUSG00000103506.2	MGI:5611604	chr1	13247686	13249938	-
Gm37409	ENSMUSG00000103495.2	MGI:5610637	chr1	13305033	13306658	-
ENSMUSG00002076346	ENSMUSG00002076346.1		chr1	13332422	13332503	+
Gm38223	ENSMUSG00000102639.2	MGI:5611451	chr1	13360036	13360730	-
Gm37702	ENSMUSG00000104170.2	MGI:5610930	chr1	13367260	13369131	-
Gm23169	ENSMUSG00000087782.3	MGI:5452946	chr1	13404722	13404833	-
Gm38120	ENSMUSG00000103085.2	MGI:5611348	chr1	13413787	13418428	-
Gm38380	ENSMUSG00000102664.2	MGI:5611608	chr1	13424707	13426954	-
Gm29570	ENSMUSG00000101476.2	MGI:5580276	chr1	13446294	13458637	+
Gm7593	ENSMUSG00000101171.2	MGI:3647262	chr1	13477236	13477879	-
Tram1	ENSMUSG00000025935.11	MGI:1919515	chr1	13634922	13660134	-
Lactb2	ENSMUSG00000025937.7	MGI:2442551	chr1	13693554	13730770	-
Gm38319	ENSMUSG00000102982.2	MGI:5611547	chr1	13711707	13712972	-
Xkr9	ENSMUSG00000067813.4	MGI:2686466	chr1	13738995	13771947	+
Gm26273	ENSMUSG00000077368.3	MGI:5456050	chr1	13844558	13844688	-
Gm5523	ENSMUSG00000097711.2	MGI:3649089	chr1	13856107	13857103	-
Gm36947	ENSMUSG00000102166.2	MGI:5610175	chr1	13917095	13919343	-
Gm37400	ENSMUSG00000104209.2	MGI:5610628	chr1	14179439	14183043	-
Eya1	ENSMUSG00000025932.15	MGI:109344	chr1	14239178	14380459	-
ENSMUSG00002075819	ENSMUSG00002075819.1		chr1	14252802	14252901	+
Gm37444	ENSMUSG00000102588.2	MGI:5610672	chr1	14325776	14326214	-
Gm9947	ENSMUSG00000054493.3	MGI:3642739	chr1	14823161	14847155	+
Msc	ENSMUSG00000025930.7	MGI:1333884	chr1	14823570	14826216	-
Gm37412	ENSMUSG00000103492.2	MGI:5610640	chr1	14858869	14863189	+
Smt3h2-ps4	ENSMUSG00000081201.2	MGI:2149598	chr1	14910093	14910380	-
Rpl5-ps1	ENSMUSG00000082193.2	MGI:3647110	chr1	14935296	14936189	+
Trpa1	ENSMUSG00000032769.6	MGI:3522699	chr1	14942872	14989086	-
Gm26345	ENSMUSG00000088159.3	MGI:5456122	chr1	15089264	15089383	-
Gm10566	ENSMUSG00000073737.4	MGI:3642220	chr1	15339026	15340021	-
Kcnb2	ENSMUSG00000092083.5	MGI:99632	chr1	15357478	15793974	+
Gm38116	ENSMUSG00000102937.2	MGI:5611344	chr1	15434526	15436058	+
Gm37138	ENSMUSG00000104149.2	MGI:5610366	chr1	15626473	15628561	+
Gm25227	ENSMUSG00000088829.3	MGI:5455004	chr1	15756159	15756270	-
Gm25168	ENSMUSG00000077377.3	MGI:5454945	chr1	15828056	15828187	+
Gm6060	ENSMUSG00000101652.2	MGI:3648622	chr1	15830346	15830892	-
Gm28669	ENSMUSG00000100814.2	MGI:5579375	chr1	15830985	15831084	+
Terf1	ENSMUSG00000025925.15	MGI:109634	chr1	15875870	15914276	+
Gm37509	ENSMUSG00000104379.2	MGI:5610737	chr1	15923555	15926723	+
Sbspon	ENSMUSG00000032719.5	MGI:2684952	chr1	15924086	15962946	-
Gm7634	ENSMUSG00000100652.2	MGI:3644198	chr1	16123559	16124111	+
4930444P10Rik	ENSMUSG00000067795.14	MGI:1923049	chr1	16136203	16163549	-
Rpl7	ENSMUSG00000043716.14	MGI:98073	chr1	16171519	16174886	-
Rdh10	ENSMUSG00000025921.8	MGI:1924238	chr1	16175998	16203958	+
Gm38249	ENSMUSG00000104165.2	MGI:5611477	chr1	16278421	16280741	-
Gm28095	ENSMUSG00000100868.2	MGI:5578801	chr1	16298730	16314286	+
Stau2	ENSMUSG00000025920.20	MGI:1352508	chr1	16298898	16590336	-
Gm7568	ENSMUSG00000089982.8	MGI:3649156	chr1	16323816	16338145	+
Ube2w	ENSMUSG00000025939.20	MGI:1914049	chr1	16611014	16689713	-
Gm38342	ENSMUSG00000102457.2	MGI:5611570	chr1	16688784	16691763	+
Eloc	ENSMUSG00000079658.10	MGI:1915173	chr1	16711949	16727266	-
D030040B21Rik	ENSMUSG00000097744.2	MGI:4437728	chr1	16727776	16732502	+
Idi1-ps5	ENSMUSG00000100959.2	MGI:3648037	chr1	16733204	16733886	-
Tmem70	ENSMUSG00000025940.7	MGI:1915068	chr1	16735431	16748499	+
Ly96	ENSMUSG00000025779.11	MGI:1341909	chr1	16758275	16779835	+
Gm29649	ENSMUSG00000100093.2	MGI:5580355	chr1	16828429	16828847	-
Gm5828	ENSMUSG00000091020.4	MGI:3644176	chr1	16838503	16840362	-
Gm28376	ENSMUSG00000101640.2	MGI:5579082	chr1	16968409	17161855	+
4921511E07Rik	ENSMUSG00000104133.2	MGI:1918145	chr1	17001194	17002020	+
Jph1	ENSMUSG00000042686.6	MGI:1891495	chr1	17034784	17168113	-
Gm28783	ENSMUSG00000100110.2	MGI:5579489	chr1	17194971	17199180	+
Gdap1	ENSMUSG00000025777.9	MGI:1338002	chr1	17215586	17234495	+
Gm28784	ENSMUSG00000099899.2	MGI:5579490	chr1	17238627	17243327	+
Gm28785	ENSMUSG00000100272.2	MGI:5579491	chr1	17320338	17320716	-
Gm5251	ENSMUSG00000100398.2	MGI:3647666	chr1	17465182	17465653	+
Rbm6-ps1	ENSMUSG00000101589.2	MGI:1889580	chr1	17467636	17470505	-
Gm6075	ENSMUSG00000102048.2	MGI:3648507	chr1	17499267	17499752	-
Gm25166	ENSMUSG00000089534.3	MGI:5454943	chr1	17590225	17590335	+
Pi15	ENSMUSG00000067780.4	MGI:1934659	chr1	17672125	17701163	+
Gm28154	ENSMUSG00000100053.2	MGI:5578860	chr1	17685308	17711305	-
Gm16070	ENSMUSG00000085125.8	MGI:3801761	chr1	17746251	17797870	-
Crispld1	ENSMUSG00000025776.14	MGI:1934666	chr1	17797269	17836568	+
Gm28153	ENSMUSG00000099895.2	MGI:5578859	chr1	17812139	17875641	-
Gm7690	ENSMUSG00000100554.2	MGI:3648169	chr1	18017265	18018663	+
Gm18775	ENSMUSG00000099473.2	MGI:5010960	chr1	18063234	18069846	-
Gm17969	ENSMUSG00000099591.2	MGI:5010154	chr1	18064037	18067707	+
Gm28756	ENSMUSG00000109887.2	MGI:5579462	chr1	18064686	18129280	-
Gm28755	ENSMUSG00000102001.2	MGI:5579461	chr1	18076185	18086410	-
Gm45784	ENSMUSG00000101717.3	MGI:5804899	chr1	18118324	18128493	-
Crisp4	ENSMUSG00000025774.15	MGI:1925331	chr1	18185415	18216126	-
Defb44-ps	ENSMUSG00000070977.5	MGI:3646526	chr1	18280277	18293788	-
Defb18	ENSMUSG00000073735.2	MGI:3648148	chr1	18306697	18307667	-
Defb41	ENSMUSG00000067773.7	MGI:1924923	chr1	18321204	18335362	-
Gm17837	ENSMUSG00000101685.2	MGI:5010022	chr1	18332619	18333603	-
Gm5252	ENSMUSG00000101306.2	MGI:3647664	chr1	18778652	18779560	+
Gm24075	ENSMUSG00000088800.4	MGI:5453852	chr1	19039986	19040057	-
Gm28343	ENSMUSG00000101644.2	MGI:5579049	chr1	19107490	19107601	+
Gm28344	ENSMUSG00000099433.2	MGI:5579050	chr1	19133081	19133359	+
Gm15825	ENSMUSG00000089787.3	MGI:3801887	chr1	19133524	19175064	-
Tfap2d	ENSMUSG00000042596.8	MGI:2153466	chr1	19173246	19236570	+
Gm10075	ENSMUSG00000100720.2	MGI:3710521	chr1	19223646	19224190	-
Tfap2b	ENSMUSG00000025927.14	MGI:104672	chr1	19279138	19308800	+
Gm28340	ENSMUSG00000100538.2	MGI:5579046	chr1	19312949	19313993	+
Gm28341	ENSMUSG00000101117.2	MGI:5579047	chr1	19390450	19390921	-
Gm4849	ENSMUSG00000100204.2	MGI:3645366	chr1	19401163	19403408	+
SNORD29	ENSMUSG00002076883.1		chr1	19584079	19584143	-
Gm38382	ENSMUSG00000102597.2	MGI:5611610	chr1	19684493	19686991	+
Pkhd1	ENSMUSG00000043760.17	MGI:2155808	chr1	20128003	20688288	-
Gm37315	ENSMUSG00000104095.2	MGI:5610543	chr1	20132294	20135772	-
4930486I03Rik	ENSMUSG00000089914.3	MGI:1922278	chr1	20426676	20462524	+
Gm15795	ENSMUSG00000090142.3	MGI:3802035	chr1	20514482	20515034	-
Gm24162	ENSMUSG00000070175.3	MGI:5453939	chr1	20515035	20515136	-
Lincmd1	ENSMUSG00000099906.3		chr1	20740106	20754522	+
Mir206	ENSMUSG00000065559.3	MGI:2676881	chr1	20749234	20749306	+
Mir133b	ENSMUSG00000065480.3	MGI:3618720	chr1	20752993	20753111	+
Il17a	ENSMUSG00000025929.5	MGI:107364	chr1	20801129	20804720	+
Il17f	ENSMUSG00000041872.10	MGI:2676631	chr1	20847370	20860841	-
Mcm3	ENSMUSG00000041859.11	MGI:101845	chr1	20873192	20890536	-
Gm20587	ENSMUSG00000099714.2	MGI:5295693	chr1	20891555	20892740	+
Gm28065	ENSMUSG00000102121.2	MGI:5578771	chr1	20906885	20909913	+
Gm24723	ENSMUSG00000088858.3	MGI:5454500	chr1	20912759	20912890	-
6720483E21Rik	ENSMUSG00000097934.2	MGI:1924991	chr1	20958874	20960697	-
Paqr8	ENSMUSG00000025931.16	MGI:1921479	chr1	20960830	21009874	+
Gm24171	ENSMUSG00000077314.3	MGI:5453948	chr1	20985634	20985764	-
Gm28064	ENSMUSG00000100929.2	MGI:5578770	chr1	21015935	21017138	+
Efhc1	ENSMUSG00000041809.6	MGI:1919127	chr1	21021850	21061065	+
Tram2	ENSMUSG00000041779.6	MGI:1924817	chr1	21066523	21149453	-
Gm28287	ENSMUSG00000099971.2	MGI:5578993	chr1	21150338	21151972	+
Gm2693	ENSMUSG00000100819.2	MGI:3780862	chr1	21249212	21257651	+
Tmem14a	ENSMUSG00000025933.16	MGI:1922962	chr1	21288799	21300391	+
Gm38224	ENSMUSG00000102633.2	MGI:5611452	chr1	21304946	21307045	+
Gsta3	ENSMUSG00000025934.16	MGI:95856	chr1	21310813	21335885	+
Gm28836	ENSMUSG00000099343.2	MGI:5579542	chr1	21320583	21341817	-
Gm7094	ENSMUSG00000096375.3	MGI:3648114	chr1	21342627	21343130	+
Gm4956	ENSMUSG00000025936.16	MGI:3647976	chr1	21355470	21368536	-
Gm21909	ENSMUSG00000093963.2	MGI:5434073	chr1	21382741	21386544	-
Khdc1a	ENSMUSG00000067750.4	MGI:2676610	chr1	21419865	21422424	+
Gm16329	ENSMUSG00000086194.2	MGI:3840126	chr1	21424229	21425340	+
Gm16327	ENSMUSG00000094436.2	MGI:3840125	chr1	21435027	21435254	+
Khdc1c	ENSMUSG00000041722.8	MGI:3583007	chr1	21438555	21441069	+
Gm2709	ENSMUSG00000085507.2	MGI:3780878	chr1	21442894	21443988	+
Gm16533	ENSMUSG00000094926.2	MGI:4410373	chr1	21449779	21450006	+
Khdc1b	ENSMUSG00000085079.4	MGI:2138477	chr1	21453780	21456597	+
Gm16328	ENSMUSG00000085679.3	MGI:3840127	chr1	21461130	21461325	+
Kcnq5	ENSMUSG00000028033.17	MGI:1924937	chr1	21468627	22032166	-
Gm36949	ENSMUSG00000104138.2	MGI:5610177	chr1	21524915	21527241	-
Gm7658	ENSMUSG00000082935.4	MGI:3648029	chr1	21582157	21583280	-
Gm38243	ENSMUSG00000103748.2	MGI:5611471	chr1	21909172	21910738	-
Gm5696	ENSMUSG00000099692.2	MGI:3647717	chr1	22100288	22100839	-
Gm28239	ENSMUSG00000100418.2	MGI:5578945	chr1	22308073	22308519	+
Rims1	ENSMUSG00000041670.20	MGI:2152971	chr1	22356475	22845203	-
Gm26866	ENSMUSG00000097642.2	MGI:5477360	chr1	22779845	22780646	+
Gm7761	ENSMUSG00000101468.2	MGI:3643583	chr1	23023944	23026206	-
Gm29506	ENSMUSG00000101227.2	MGI:5580212	chr1	23087376	23274754	-
Ppp1r14bl	ENSMUSG00000073730.3	MGI:1914005	chr1	23139554	23141334	-
