protein_id	pair	arm	gene	gene_id	transcript_id	chromosome	strand	exon_id	exon_number	exon_start_1	exon_end_1	coding_nt_start_1	coding_nt_end_1	coding_bases	aa_start_1	aa_end_1	source_row	source_line
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	left	Ms4a7	ENSMUSG00000024672.12	ENSMUST00000067532.11	chr19	-	ENSMUSE00001240446.2	4	11303171	11303227	274	330	57	92	110	1753267	"chr19	HAVANA	exon	11303171	11303227	.	-	.	gene_id ""ENSMUSG00000024672.12""; transcript_id ""ENSMUST00000067532.11""; gene_type ""protein_coding""; gene_name ""Ms4a7""; transcript_type ""protein_coding""; transcript_name ""Ms4a7-203""; exon_number 4; exon_id ""ENSMUSE00001240446.2""; level 2; protein_id ""ENSMUSP00000064534.5""; transcript_support_level ""1""; mgi_id ""MGI:1918846""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS29598.1""; havana_gene ""OTTMUSG00000028835.1""; havana_transcript ""OTTMUST00000071408.1"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	left	Ms4a7	ENSMUSG00000024672.12	ENSMUST00000067532.11	chr19	-	ENSMUSE00000144304.2	5	11301786	11301992	331	537	207	111	179	1753269	"chr19	HAVANA	exon	11301786	11301992	.	-	.	gene_id ""ENSMUSG00000024672.12""; transcript_id ""ENSMUST00000067532.11""; gene_type ""protein_coding""; gene_name ""Ms4a7""; transcript_type ""protein_coding""; transcript_name ""Ms4a7-203""; exon_number 5; exon_id ""ENSMUSE00000144304.2""; level 2; protein_id ""ENSMUSP00000064534.5""; transcript_support_level ""1""; mgi_id ""MGI:1918846""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS29598.1""; havana_gene ""OTTMUSG00000028835.1""; havana_transcript ""OTTMUST00000071408.1"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	left	Ms4a7	ENSMUSG00000024672.12	ENSMUST00000056035.9	chr19	-	ENSMUSE00001289917.2	2	11310571	11310730	1	147	147	1	49	1753281	"chr19	HAVANA	exon	11310571	11310730	.	-	.	gene_id ""ENSMUSG00000024672.12""; transcript_id ""ENSMUST00000056035.9""; gene_type ""protein_coding""; gene_name ""Ms4a7""; transcript_type ""protein_coding""; transcript_name ""Ms4a7-202""; exon_number 2; exon_id ""ENSMUSE00001289917.2""; level 2; protein_id ""ENSMUSP00000054830.3""; transcript_support_level ""1""; mgi_id ""MGI:1918846""; tag ""basic""; tag ""CCDS""; ccdsid ""CCDS29597.1""; havana_gene ""OTTMUSG00000028835.1""; havana_transcript ""OTTMUST00000071410.1"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	left	Ms4a7	ENSMUSG00000024672.12	ENSMUST00000056035.9	chr19	-	ENSMUSE00001288664.2	3	11305289	11305414	148	273	126	50	91	1753284	"chr19	HAVANA	exon	11305289	11305414	.	-	.	gene_id ""ENSMUSG00000024672.12""; transcript_id ""ENSMUST00000056035.9""; gene_type ""protein_coding""; gene_name ""Ms4a7""; transcript_type ""protein_coding""; transcript_name ""Ms4a7-202""; exon_number 3; exon_id ""ENSMUSE00001288664.2""; level 2; protein_id ""ENSMUSP00000054830.3""; transcript_support_level ""1""; mgi_id ""MGI:1918846""; tag ""basic""; tag ""CCDS""; ccdsid ""CCDS29597.1""; havana_gene ""OTTMUSG00000028835.1""; havana_transcript ""OTTMUST00000071410.1"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	left	Ms4a7	ENSMUSG00000024672.12	ENSMUST00000056035.9	chr19	-	ENSMUSE00000144304.2	4	11301786	11301992	331	537	207	111	179	1753286	"chr19	HAVANA	exon	11301786	11301992	.	-	.	gene_id ""ENSMUSG00000024672.12""; transcript_id ""ENSMUST00000056035.9""; gene_type ""protein_coding""; gene_name ""Ms4a7""; transcript_type ""protein_coding""; transcript_name ""Ms4a7-202""; exon_number 4; exon_id ""ENSMUSE00000144304.2""; level 2; protein_id ""ENSMUSP00000054830.3""; transcript_support_level ""1""; mgi_id ""MGI:1918846""; tag ""basic""; tag ""CCDS""; ccdsid ""CCDS29597.1""; havana_gene ""OTTMUSG00000028835.1""; havana_transcript ""OTTMUST00000071410.1"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	left	Ms4a7	ENSMUSG00000024672.12	ENSMUST00000159269.2	chr19	-	ENSMUSE00000144304.2	1	11301786	11301992	331	537	207	111	179	1753297	"chr19	HAVANA	exon	11301786	11301992	.	-	.	gene_id ""ENSMUSG00000024672.12""; transcript_id ""ENSMUST00000159269.2""; gene_type ""protein_coding""; gene_name ""Ms4a7""; transcript_type ""protein_coding""; transcript_name ""Ms4a7-204""; exon_number 1; exon_id ""ENSMUSE00000144304.2""; level 1; protein_id ""ENSMUSP00000124911.2""; transcript_support_level ""3""; mgi_id ""MGI:1918846""; tag ""mRNA_start_NF""; tag ""cds_start_NF""; tag ""exp_conf""; havana_gene ""OTTMUSG00000028835.1""; havana_transcript ""OTTMUST00000071412.1"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	left	Ms4a7	ENSMUSG00000024672.12	ENSMUST00000162785.2	chr19	-	ENSMUSE00001240919.2	2	11310571	11310730	1	147	147	1	49	1753307	"chr19	HAVANA	exon	11310571	11310730	.	-	.	gene_id ""ENSMUSG00000024672.12""; transcript_id ""ENSMUST00000162785.2""; gene_type ""protein_coding""; gene_name ""Ms4a7""; transcript_type ""retained_intron""; transcript_name ""Ms4a7-205""; exon_number 2; exon_id ""ENSMUSE00001240919.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918846""; havana_gene ""OTTMUSG00000028835.1""; havana_transcript ""OTTMUST00000071409.1"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	left	Ms4a7	ENSMUSG00000024672.12	ENSMUST00000162785.2	chr19	-	ENSMUSE00001292520.2	3	11305289	11305414	148	273	126	50	91	1753308	"chr19	HAVANA	exon	11305289	11305414	.	-	.	gene_id ""ENSMUSG00000024672.12""; transcript_id ""ENSMUST00000162785.2""; gene_type ""protein_coding""; gene_name ""Ms4a7""; transcript_type ""retained_intron""; transcript_name ""Ms4a7-205""; exon_number 3; exon_id ""ENSMUSE00001292520.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918846""; havana_gene ""OTTMUSG00000028835.1""; havana_transcript ""OTTMUST00000071409.1"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	left	Ms4a7	ENSMUSG00000024672.12	ENSMUST00000162785.2	chr19	-	ENSMUSE00001248176.2	4	11303171	11303227	274	330	57	92	110	1753309	"chr19	HAVANA	exon	11303171	11303227	.	-	.	gene_id ""ENSMUSG00000024672.12""; transcript_id ""ENSMUST00000162785.2""; gene_type ""protein_coding""; gene_name ""Ms4a7""; transcript_type ""retained_intron""; transcript_name ""Ms4a7-205""; exon_number 4; exon_id ""ENSMUSE00001248176.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918846""; havana_gene ""OTTMUSG00000028835.1""; havana_transcript ""OTTMUST00000071409.1"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	left	Ms4a7	ENSMUSG00000024672.12	ENSMUST00000162785.2	chr19	-	ENSMUSE00000853315.2	5	11298869	11301992	331	537	207	111	179	1753310	"chr19	HAVANA	exon	11298869	11301992	.	-	.	gene_id ""ENSMUSG00000024672.12""; transcript_id ""ENSMUST00000162785.2""; gene_type ""protein_coding""; gene_name ""Ms4a7""; transcript_type ""retained_intron""; transcript_name ""Ms4a7-205""; exon_number 5; exon_id ""ENSMUSE00000853315.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918846""; havana_gene ""OTTMUSG00000028835.1""; havana_transcript ""OTTMUST00000071409.1"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	right	Cog6	ENSMUSG00000027742.14	ENSMUST00000036665.10	chr3	-	ENSMUSE00000172719.2	16	52897380	52897487	538	645	108	180	215	286671	"chr3	HAVANA	exon	52897380	52897487	.	-	.	gene_id ""ENSMUSG00000027742.14""; transcript_id ""ENSMUST00000036665.10""; gene_type ""protein_coding""; gene_name ""Cog6""; transcript_type ""protein_coding""; transcript_name ""Cog6-201""; exon_number 16; exon_id ""ENSMUSE00000172719.2""; level 2; protein_id ""ENSMUSP00000048603.5""; transcript_support_level ""1""; mgi_id ""MGI:1914792""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS50905.1""; havana_gene ""OTTMUSG00000051735.4""; havana_transcript ""OTTMUST00000130424.3"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	right	Cog6	ENSMUSG00000027742.14	ENSMUST00000036665.10	chr3	-	ENSMUSE00000264069.2	17	52896531	52896584	646	699	54	216	233	286673	"chr3	HAVANA	exon	52896531	52896584	.	-	.	gene_id ""ENSMUSG00000027742.14""; transcript_id ""ENSMUST00000036665.10""; gene_type ""protein_coding""; gene_name ""Cog6""; transcript_type ""protein_coding""; transcript_name ""Cog6-201""; exon_number 17; exon_id ""ENSMUSE00000264069.2""; level 2; protein_id ""ENSMUSP00000048603.5""; transcript_support_level ""1""; mgi_id ""MGI:1914792""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS50905.1""; havana_gene ""OTTMUSG00000051735.4""; havana_transcript ""OTTMUST00000130424.3"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	right	Cog6	ENSMUSG00000027742.14	ENSMUST00000036665.10	chr3	-	ENSMUSE00000264062.2	18	52893822	52893901	700	779	80	234	260	286675	"chr3	HAVANA	exon	52893822	52893901	.	-	.	gene_id ""ENSMUSG00000027742.14""; transcript_id ""ENSMUST00000036665.10""; gene_type ""protein_coding""; gene_name ""Cog6""; transcript_type ""protein_coding""; transcript_name ""Cog6-201""; exon_number 18; exon_id ""ENSMUSE00000264062.2""; level 2; protein_id ""ENSMUSP00000048603.5""; transcript_support_level ""1""; mgi_id ""MGI:1914792""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS50905.1""; havana_gene ""OTTMUSG00000051735.4""; havana_transcript ""OTTMUST00000130424.3"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	right	Cog6	ENSMUSG00000027742.14	ENSMUST00000036665.10	chr3	-	ENSMUSE00001338172.2	19	52889296	52890612	780	924	145	260	308	286677	"chr3	HAVANA	exon	52889296	52890612	.	-	.	gene_id ""ENSMUSG00000027742.14""; transcript_id ""ENSMUST00000036665.10""; gene_type ""protein_coding""; gene_name ""Cog6""; transcript_type ""protein_coding""; transcript_name ""Cog6-201""; exon_number 19; exon_id ""ENSMUSE00001338172.2""; level 2; protein_id ""ENSMUSP00000048603.5""; transcript_support_level ""1""; mgi_id ""MGI:1914792""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS50905.1""; havana_gene ""OTTMUSG00000051735.4""; havana_transcript ""OTTMUST00000130424.3"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	right	Cog6	ENSMUSG00000027742.14	ENSMUST00000194779.2	chr3	-	ENSMUSE00001340307.2	3	52897380	52897487	538	645	108	180	215	286685	"chr3	HAVANA	exon	52897380	52897487	.	-	.	gene_id ""ENSMUSG00000027742.14""; transcript_id ""ENSMUST00000194779.2""; gene_type ""protein_coding""; gene_name ""Cog6""; transcript_type ""retained_intron""; transcript_name ""Cog6-205""; exon_number 3; exon_id ""ENSMUSE00001340307.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1914792""; havana_gene ""OTTMUSG00000051735.4""; havana_transcript ""OTTMUST00000130425.3"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	right	Cog6	ENSMUSG00000027742.14	ENSMUST00000194779.2	chr3	-	ENSMUSE00001345275.2	4	52896531	52896584	646	699	54	216	233	286686	"chr3	HAVANA	exon	52896531	52896584	.	-	.	gene_id ""ENSMUSG00000027742.14""; transcript_id ""ENSMUST00000194779.2""; gene_type ""protein_coding""; gene_name ""Cog6""; transcript_type ""retained_intron""; transcript_name ""Cog6-205""; exon_number 4; exon_id ""ENSMUSE00001345275.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1914792""; havana_gene ""OTTMUSG00000051735.4""; havana_transcript ""OTTMUST00000130425.3"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	right	Cog6	ENSMUSG00000027742.14	ENSMUST00000194779.2	chr3	-	ENSMUSE00001339796.2	5	52893822	52893901	700	779	80	234	260	286687	"chr3	HAVANA	exon	52893822	52893901	.	-	.	gene_id ""ENSMUSG00000027742.14""; transcript_id ""ENSMUST00000194779.2""; gene_type ""protein_coding""; gene_name ""Cog6""; transcript_type ""retained_intron""; transcript_name ""Cog6-205""; exon_number 5; exon_id ""ENSMUSE00001339796.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1914792""; havana_gene ""OTTMUSG00000051735.4""; havana_transcript ""OTTMUST00000130425.3"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	right	Cog6	ENSMUSG00000027742.14	ENSMUST00000194779.2	chr3	-	ENSMUSE00000408505.5	6	52889543	52890612	780	924	145	260	308	286688	"chr3	HAVANA	exon	52889543	52890612	.	-	.	gene_id ""ENSMUSG00000027742.14""; transcript_id ""ENSMUST00000194779.2""; gene_type ""protein_coding""; gene_name ""Cog6""; transcript_type ""retained_intron""; transcript_name ""Cog6-205""; exon_number 6; exon_id ""ENSMUSE00000408505.5""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1914792""; havana_gene ""OTTMUSG00000051735.4""; havana_transcript ""OTTMUST00000130425.3"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	right	Cog6	ENSMUSG00000027742.14	ENSMUST00000193432.6	chr3	-	ENSMUSE00000172719.2	16	52897380	52897487	538	645	108	180	215	286721	"chr3	HAVANA	exon	52897380	52897487	.	-	.	gene_id ""ENSMUSG00000027742.14""; transcript_id ""ENSMUST00000193432.6""; gene_type ""protein_coding""; gene_name ""Cog6""; transcript_type ""protein_coding""; transcript_name ""Cog6-204""; exon_number 16; exon_id ""ENSMUSE00000172719.2""; level 1; protein_id ""ENSMUSP00000141339.2""; transcript_support_level ""1""; mgi_id ""MGI:1914792""; tag ""basic""; tag ""exp_conf""; havana_gene ""OTTMUSG00000051735.4""; havana_transcript ""OTTMUST00000130426.1"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	right	Cog6	ENSMUSG00000027742.14	ENSMUST00000193432.6	chr3	-	ENSMUSE00000264069.2	17	52896531	52896584	646	699	54	216	233	286723	"chr3	HAVANA	exon	52896531	52896584	.	-	.	gene_id ""ENSMUSG00000027742.14""; transcript_id ""ENSMUST00000193432.6""; gene_type ""protein_coding""; gene_name ""Cog6""; transcript_type ""protein_coding""; transcript_name ""Cog6-204""; exon_number 17; exon_id ""ENSMUSE00000264069.2""; level 1; protein_id ""ENSMUSP00000141339.2""; transcript_support_level ""1""; mgi_id ""MGI:1914792""; tag ""basic""; tag ""exp_conf""; havana_gene ""OTTMUSG00000051735.4""; havana_transcript ""OTTMUST00000130426.1"";"
protein_829397420b49a412cf07f60151864bb984e43c3ffee13a777cc6be8d1ad441bc	Ms4a7 → Cog6	right	Cog6	ENSMUSG00000027742.14	ENSMUST00000193432.6	chr3	-	ENSMUSE00000264062.2	18	52893822	52893901	700	779	80	234	260	286725	"chr3	HAVANA	exon	52893822	52893901	.	-	.	gene_id ""ENSMUSG00000027742.14""; transcript_id ""ENSMUST00000193432.6""; gene_type ""protein_coding""; gene_name ""Cog6""; transcript_type ""protein_coding""; transcript_name ""Cog6-204""; exon_number 18; exon_id ""ENSMUSE00000264062.2""; level 1; protein_id ""ENSMUSP00000141339.2""; transcript_support_level ""1""; mgi_id ""MGI:1914792""; tag ""basic""; tag ""exp_conf""; havana_gene ""OTTMUSG00000051735.4""; havana_transcript ""OTTMUST00000130426.1"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000037488.8	chr12	+	ENSMUSE00000347476.4	5	40681521	40681617	1	87	87	1	29	1269370	"chr12	HAVANA	exon	40681521	40681617	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000037488.8""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""protein_coding""; transcript_name ""Dock4-201""; exon_number 5; exon_id ""ENSMUSE00000347476.4""; level 2; protein_id ""ENSMUSP00000047387.7""; transcript_support_level ""1""; mgi_id ""MGI:1918006""; tag ""basic""; tag ""appris_principal_2""; tag ""CCDS""; ccdsid ""CCDS25895.1""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000161841.3"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000037488.8	chr12	+	ENSMUSE00000393085.4	6	40686082	40686230	88	236	149	30	79	1269372	"chr12	HAVANA	exon	40686082	40686230	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000037488.8""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""protein_coding""; transcript_name ""Dock4-201""; exon_number 6; exon_id ""ENSMUSE00000393085.4""; level 2; protein_id ""ENSMUSP00000047387.7""; transcript_support_level ""1""; mgi_id ""MGI:1918006""; tag ""basic""; tag ""appris_principal_2""; tag ""CCDS""; ccdsid ""CCDS25895.1""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000161841.3"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000037488.8	chr12	+	ENSMUSE00000532536.2	7	40690360	40690444	237	321	85	79	107	1269374	"chr12	HAVANA	exon	40690360	40690444	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000037488.8""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""protein_coding""; transcript_name ""Dock4-201""; exon_number 7; exon_id ""ENSMUSE00000532536.2""; level 2; protein_id ""ENSMUSP00000047387.7""; transcript_support_level ""1""; mgi_id ""MGI:1918006""; tag ""basic""; tag ""appris_principal_2""; tag ""CCDS""; ccdsid ""CCDS25895.1""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000161841.3"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000037488.8	chr12	+	ENSMUSE00000655166.2	8	40699337	40699488	322	473	152	108	158	1269376	"chr12	HAVANA	exon	40699337	40699488	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000037488.8""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""protein_coding""; transcript_name ""Dock4-201""; exon_number 8; exon_id ""ENSMUSE00000655166.2""; level 2; protein_id ""ENSMUSP00000047387.7""; transcript_support_level ""1""; mgi_id ""MGI:1918006""; tag ""basic""; tag ""appris_principal_2""; tag ""CCDS""; ccdsid ""CCDS25895.1""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000161841.3"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000222860.2	chr12	+	ENSMUSE00001417014.2	5	40681521	40681617	1	87	87	1	29	1269476	"chr12	HAVANA	exon	40681521	40681617	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000222860.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""retained_intron""; transcript_name ""Dock4-210""; exon_number 5; exon_id ""ENSMUSE00001417014.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918006""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162163.1"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000222860.2	chr12	+	ENSMUSE00001414821.2	6	40686082	40687689	88	236	149	30	79	1269477	"chr12	HAVANA	exon	40686082	40687689	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000222860.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""retained_intron""; transcript_name ""Dock4-210""; exon_number 6; exon_id ""ENSMUSE00001414821.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918006""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162163.1"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000222287.2	chr12	+	ENSMUSE00001417014.2	5	40681521	40681617	1	87	87	1	29	1269483	"chr12	HAVANA	exon	40681521	40681617	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000222287.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""retained_intron""; transcript_name ""Dock4-208""; exon_number 5; exon_id ""ENSMUSE00001417014.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918006""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162168.1"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000222287.2	chr12	+	ENSMUSE00001416858.2	6	40686082	40686230	88	236	149	30	79	1269484	"chr12	HAVANA	exon	40686082	40686230	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000222287.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""retained_intron""; transcript_name ""Dock4-208""; exon_number 6; exon_id ""ENSMUSE00001416858.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918006""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162168.1"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000222287.2	chr12	+	ENSMUSE00001414148.2	7	40690360	40690444	237	321	85	79	107	1269485	"chr12	HAVANA	exon	40690360	40690444	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000222287.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""retained_intron""; transcript_name ""Dock4-208""; exon_number 7; exon_id ""ENSMUSE00001414148.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918006""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162168.1"";"
